આફ્રિકા	Afrika
તાનસેન	Tansen (Musiker)
હેરી બ્રેર્લી	Harry Brearley
મહેન્દ્ર સિંઘ ધોની	Mahendra Singh Dhoni
વિજેન્દર સિંઘ	Vijender Kumar
સોનૂ નિગમ	Sonu Nigam
રીકી પોન્ટીગ	Ricky Ponting
રામફળ	Netzannone
બળદ	Ochse
કારતક	Kartik
કલ્કિ	Kalki
વિશ્વકર્મા	Vishvakarman
ભારતનું બંધારણ	Verfassung Indiens
નવરોઝ	Nouruz
શૈલી	Genre
એશિયાઈ રમતોત્સવ	Asienspiele
એલન શીયરર	Alan Shearer
અનુકૂલન	Evolutionäre Anpassung
એલિસ ઇન ચેઇન્સ	Alice in Chains
ગુરુ	Guru
એન્ડ્રુ કાર્નેગી	Andrew Carnegie
મગ	Mungbohne
ઇ-કોમર્સ	Elektronischer Handel
ઔરંગઝેબ	Aurangzeb
રાની મુખર્જી	Rani Mukerji
આણંદ જિલ્લો	Anand (Distrikt)
હુમાયુ	Humayun
સમોસા	Samosa
ભારતના વડાપ્રધાન	Liste der Premierminister Indiens
મઊ	Mau (Uttar Pradesh)
ડી. ડબલ્યુ. સ્ટેડિયમ	DW Stadium
વિઘા	Bigha
ચોળા	Augenbohne
કાલિમપોંગ	Kalimpong
બ્રિટાનિયા સ્ટેડિયમ	Britannia Stadium
ઋષિકેશ	Rishikesh
વર્ણકોષાશય	Chromatophor (Organell)
રાયડો	Brauner Senf
માનસ રાષ્ટ્રીય ઉદ્યાન	Manas-Nationalpark
ગુજરાત યુનિવર્સિટી	Gujarat University
ઇલેક્ટ્રોમાયોગ્રાફી	Elektromyografie
દેશી કાગડો	Glanzkrähe
જંતર મંતર	Jantar Mantar
મણિપુરી નૃત્ય	Manipuri (Tanz)
મઠ	Mattenbohne
કવ્વાલી	Qawwali
બકરી ઈદ	Islamisches Opferfest
વિશ્વ ક્ષય દિન	Welttuberkulosetag
અકોલા જિલ્લો	Akola (Distrikt)
ભૂસ્તરશાસ્ત્રી	Geologe
ગડગ	Gadag-Betageri
આંકડો (વનસ્પતિ)	Kronenblume
આઝમગઢ	Azamgarh
ગુલાબી પેણ	Rötelpelikan
રોનાલ્ડો	Ronaldo
બાવળ	Gummi arabicum
ઝાલાવાડ	Jhalawar
અંગિરસ	Angiras
લિમ્બો(પ્રોગ્રામિંગ ભાષા)	Limbo (Programmiersprache)
ઉધઈ	Termiten
હુગલી જિલ્લો	Hugli (Distrikt)
શેન વોર્ન	Shane Warne
સારાવાક ગુફા	Sarawak-Kammer
સુનીલ ગાવસકર	Sunil Gavaskar
કપિલ દેવ	Kapil Dev
જનરલ સામ માણેકશા	Sam Manekshaw
એમ એફ હુસૈન	Maqbul Fida Husain
ભરતપુર	Bharatpur (Indien)
વિશ્વ મહાસાગરો દિવસ	Tag des Meeres
ચિત્તરંજનદાસ	Chittaranjan Das
સેન્ટ મેરી સ્ટેડિયમ	St. Mary’s Stadium
દૂધરાજ	Asiatischer Paradiesschnäpper
કપિલ	Kapila
ઉત્તર કન્નડ જિલ્લો	Uttara Kannada
કોસી વિભાગ (પ્રમંડલ)	Kosi (Division)
પાટણ	Patan (Gujarat)
લિબર્ટી સ્ટેડિયમ	Liberty Stadium
માલેગાંવ	Malegaon
કંડલા બંદર	Kandla
સાતારા	Satara (Stadt)
ઉડ્ડપી	Udupi
એલેપ્પી	Alappuzha
અલંગ	Alang
અરાહ	Arrah
બદ્રીનાથ	Badrinath
અલમોડા	Almora
અરિયાલુર	Ariyalur
મૈસૂર જિલ્લો	Mysore (Distrikt)
ઔરંગાબાદ જિલ્લો	Aurangabad (Distrikt, Maharashtra)
બુરહાનપુર	Burhanpur
કુરુક્ષેત્ર	Kurukshetra
સિટી ગ્રાઉન્ડ	City Ground
રાજસમન્દ જિલ્લો	Rajsamand (Distrikt)
ખાનદેશ પ્રાંત	Khandesh (Distrikt)
ખીલ (રોગ)	Pustel
સરસ્વતી લિપિ	Indus-Schrift
શ્યામમુખ વાઘોમડા	Maskentölpel
મંડલા	Mandla
રાજાલાલ	Scharlachmennigvogel
સોનભદ્ર જિલ્લો	Sonbhadra
તિરુવલ્લુર	Tiruvallur
વૈષ્ણોદેવી (જમ્મુ અને કાશ્મીર)	Vaishno Devi
કન્નોજ	Kannauj
સોનાક્ષી સિંહા	Sonakshi Sinha
એલેન્ડ રોડ	Elland Road
કિંગ પાવર સ્ટેડિયમ	King Power Stadium
દહીં	Bruch (Käse)
પ્રિફર્ડ સ્ટોક	Vorzugsaktie
ઓનલાઈન વિજ્ઞાપન	Internetwerbung
અરવલ્લી	Aravalligebirge
કે સી સ્ટેડિયમ	KC Stadium
સાબરમતી નદી	Sabarmati
જબલપુર જિલ્લો	Jabalpur (Distrikt)
તુવેર	Straucherbse
હંગ્રી પેઢીના	Hungryalismus
બલાંગીર	Balangir
અરમાની	Giorgio Armani SpA
ડેરી	Molkerei
અર્ધનારીશ્વર	Ardhanarishvara
બાલેશ્વર	Baleswar
હિલ્સબોરો સ્ટેડિયમ	Hillsborough Stadium
ઉજળો ગીધ	Schneegeier
રાષ્ટ્રીય ધોરીમાર્ગ 4 (ભારત)	National Highway 4 (Indien)
રાષ્ટ્રીય ધોરીમાર્ગ 2 (ભારત)	National Highway 2 (Indien)
માઇક્રોસોફ્ટ ઓફિસ ૨૦૦૭	Microsoft Office 2007
ભિવંડી	Bhiwandi
રતલામ	Ratlam
ખંભાતનો અખાત	Golf von Khambhat
બાજરો	Perlhirse
સિમ્બાદ (SIMBAD)	SIMBAD
સાધુ	Sadhu
કોટ્ટયમ	Kottayam
હીજડા	Hijra
કાંગડા	Kangra
મહિષાસુર	Mahishasura
મસૂરી	Masuri
ઘંટી	Mahlgang
શ્રીકાકુલમ	Srikakulam
પદ્મવિભૂષણ	Padma Vibhushan
સ્વિસ બેંક	Schweizer Bankwesen
માચુ પીચુ	Machu Picchu
વિપશ્યના	Vipassana
તેલંગાણા	Telangana
ટ્રાન્સપોર્ટ ફોર લંડન	Transport for London
શ્રેષ્ઠ ફિલ્મ માટે સ્ક્રીન એવોર્ડ	Star Screen Award/Bester Film
ક્રિકેટનું મેદાન	Cricketfeld
શ્રીમદ્ ભાગવતમ્	Bhagavatapurana
ટર્ફ મૂરે	Turf Moor
પક્ષી અવલોકન	Vogelbeobachtung
બાતુ ગુફાઓ (મલેશિયા)	Batu Caves
વૃંદાવન	Vrindavan
ભારદ્વાજ	Bharadvaja
રિંગટોન	Klingelton
વિકેટ કીપર	Wicket-Keeper
માઉન્ટ આબુ	Mount Abu
ચોલામંડલમ	Große Tempel der Chola-Dynastie
ભારતીય સંસદ	Indisches Parlament
તાપી નદી	Tapti
વર્ધમાન	Bardhaman
બરગઢ	Bargarh
લીંબડી	Limbdi
બસ્તી	Basti (Stadt)
એશિયાના દેશોની સૂચિ	Liste der Staaten Asiens
પંગારો	Indischer Korallenbaum
લેડો રોડ	Ledo-Straße
આર્ય સમાજ	Arya Samaj
વાંદરું	Hanuman-Languren
કાંગડા જિલ્લો	Kangra (Distrikt)
ટિંડોળી	Tindola
ઋગ્વેદ	Rigveda
ગાયત્રી	Gayatri Mantra
દેવરિયા જિલ્લો	Deoria (Distrikt)
ગુજરાતી લિપિ	Gujarati-Schrift
હઠ યોગ	Hatha Yoga
વેરિસાઇન	Verisign
વીંજ	Kleine Indische Zibetkatze
જયપ્રકાશ નારાયણ	Jayaprakash Narayan
રાજમોહન ગાંધી	Rajmohan Gandhi
સ્ટીવ વોઘ	Steve Waugh
ગોપીનાથ બોરદોલોઈ	Gopinath Bordoloi
ચંદ્રશેખર આઝાદ	Chandrashekhar Azad
યેઘીશે ચારેન્ત્સ	Jeghische Tscharenz
હુગલી નદી	Hugli (Fluss)
ગ્લોક પિસ્તોલ	Glock-Pistole
કેદારનાથ	Kedarnath
ભારતીય જ્યોતિષવિદ્યા	Jyotisha
ડુંગરપુર	Dungarpur
ચિકમંગલૂર જિલ્લો	Chikmagalur (Distrikt)
વેક્યૂમ પંપ	Vakuumpumpe
પુષ્કર	Pushkar
કાળો જળ કાગડો	Braunwangenscharbe
પાપલેટ માછલી	Seebrassen
કાયામ્બે (જ્વાળામુખી)	Cayambe (Vulkan)
જળ માર્જર	Indischer Fischotter
તાંગ્ગુલા રેલ્વે સ્ટેશન (તિબેટ)	Bahnhof Tangula
વિશ્વ સાક્ષરતા દિન	Weltalphabetisierungstag
અશોક (વનસ્પતિ)	Saraca asoca
માલદિવ્સ ના ટાપુઓ	Atolle der Malediven
અત્રિ	Atri (Hinduismus)
ભિલવાડા	Bhilwara
ભરૂચ	Bharuch
ધ્રુવ હેલીકોપ્ટર	HAL Dhruv
હાવેરી જિલ્લો	Haveri (Distrikt)
અલીગઢ જિલ્લો	Aligarh (Distrikt)
સિંધુદુર્ગ જિલ્લો	Sindhudurg (Distrikt)
દાંતનો વિકાસ	Ontogenetische Entwicklung der Zähne
દક્ષિણ એશિયા	Südasien
તમિલ	Tamilisch
રામનાથપુરમ	Ramanathapuram
કંપની (કાયદો)	Personenvereinigung
આઝમગઢ જિલ્લો	Azamgarh (Distrikt)
અઝટેક ચિત્રલિપિ	Azteken-Schrift
બીએસઈ સેન્સેક્સ	BSE Sensex
કાઠમંડુ જિલ્લો, નેપાળ	Kathmandu (Distrikt)
બાબર	Babur
ભુજ	Bhuj
બદૌન	Badaun
બહુચર માતા	Bahuchara Mata
બલાંગીર જિલ્લો	Balangir (Distrikt)
બલરાજ સહાની	Balraj Sahni
બનારસ હિંદુ યુનિવર્સિટી	Banaras Hindu University
બનાસકાંઠા જિલ્લો	Banaskantha (Distrikt)
વાંસવાડા જિલ્લો	Banswara (Distrikt)
વર્ધમાન વિભાગ	Bardhaman (Division)
વર્ધમાન જિલ્લો	Bardhaman (Distrikt)
બરગઢ જિલ્લો	Bargarh (Distrikt)
શિન્તો	Shintō
સમઘન	Würfel (Geometrie)
બીડ	Beed
બીડ જિલ્લો	Beed (Distrikt)
બેલગામ જિલ્લો	Belgaum (Distrikt)
કરુર	Karur
સામાજિક સાહસિકતા	Social Entrepreneurship
દ્વારકા	Dvaraka
પત્તાદકલ	Pattadakal
તાલુકો	Tehsil
ગંગોત્રી	Gangotri (Ort)
સેન્ટ એન્ડ્રુ સ્ટેડિયમ	St. Andrew’s Stadium
ભારતીય રેલ	Indian Railways
બ્રાહ્મણ ગ્રંથો	Brahmanas
જમ્મુ અને કાશ્મીરના મુખ્યમંત્રીઓ	Liste der Chief Minister von Jammu und Kashmir
નાગાલેંડના મુખ્યમંત્રીઓ	Liste der Chief Minister von Nagaland
હરિયાણાના મુખ્યમંત્રીઓ	Liste der Chief Minister von Haryana
અરુણાચલ પ્રદેશના મુખ્યમંત્રીઓ	Liste der Chief Minister von Arunachal Pradesh
છત્તીસગઢના મુખ્યમંત્રીઓ	Liste der Chief Minister von Chhattisgarh
પરશુરામ	Parashurama
વેબ ઓન્ટોલોજિ ભાષા	Web Ontology Language
હવા મહેલ	Hawa Mahal
લાહૌલ અને સ્પીતી જિલ્લો	Lahaul und Spiti
કથકલી	Kathakali
સ્મૃતિ	Smriti
નારદ મુનિ	Narada
કુંતી	Kunti
કચ્છનો અખાત	Golf von Kachchh
ભારતીય તારક કાચબો	Indische Sternschildkröte
શરણાઈ	Shehnai
શિવરાત્રિ	Shivaratri
ધોતીયું	Dhoti
દત્તાત્રેય	Dattatreya
બુંદેલખંડ	Bundelkhand
વીઝેડ ૫૮	Sa vz.58
અશ્વગંધા (વનસ્પતિ)	Schlafbeere
ભાગલપુર વિભાગ (પ્રમંડલ)	Bhagalpur (Division)
ભગવદ્ ગીતા તેના મૂળ રૂપે	Bhagavad-gītā, wie sie ist
કાલ ભૈરવ	Bhairava
ભજન	Bhajan
ભરતપુર જિલ્લો	Bharatpur (Distrikt)
ભરૂચ જિલ્લો	Bharuch (Distrikt)
ભાવનગર જિલ્લો	Bhavnagar (Distrikt)
ભૃગુ	Bhrigu
રુદ્ર	Rudra
ઝભ્ભો	Kurta
વરૂ	Indischer Wolf
આંતરરાષ્ટ્રીય નૃત્ય દિવસ	Welttag des Tanzes
વરાહમિહિર	Varahamihira
ચંદ્રપૂર	Chandrapur (Indien)
બુંદી	Bundi (Stadt)
ચામરાજનગર જિલ્લો	Chamarajanagar (Distrikt)
રાજગીર	Rajgir
ભારતનું પ્રવેશદ્વાર	Gateway of India
નોબેલ પારિતોષિક વડે સન્માનીત મહિલાઓ	Liste der Nobelpreisträgerinnen
કેદારનાથ જ્યોતિર્લિંગ	Kedarnath-Tempel
કાર્ડિફ સિટી સ્ટેડિયમ	Cardiff City Stadium
ટ્વેન્ટી20	Twenty20
ચૈતન્ય મહાપ્રભુ	Chaitanya
સંબલપુર	Sambalpur
વેળાવદર કાળિયાર રાષ્ટ્રીય ઉદ્યાન	Blackbuck-Nationalpark
બ્લેકપૂલનો ટાવર	Blackpool Tower
ભારતના રાષ્ટ્રપતિઓની યાદી	Liste der Staatspräsidenten Indiens
વસુદેવ	Vasudeva
સીમા સડક સંગઠન	Border Roads Organisation
બ્રહ્મોસમાજ	Brahmo Samaj
શૂદ્ર	Shudra
દહનશીલતા	Entflammbarkeit
તુમકુર	Tumkur
હૈલાકાંડી	Hailakandi
મદદ:સૂચિ	Hilfe:Übersicht
ટોંક જિલ્લો	Tonk (Distrikt)
જ્ઞાનપીઠ એવોર્ડ	Jnanpith Award
રાયચૂર	Raichur
વેદાંગ	Vedangas
લક્ષ્મણ	Lakshmana
પાપડ	Papadam
ઢોસા	Dosa
બિન-નિવાસી ભારતીય અને ભારતીય મૂળની વ્યક્તિ	Non-resident Indian und Person of Indian Origin
શાહજીરું	Bunium persicum
લઘુ ધિરાણ	Mikrofinanz
અરડૂસી	Indisches Lungenkraut
ધ્રોલ	Dhrol
એલેપ્પી જિલ્લો	Alappuzha (Distrikt)
ગણેશ ચતુર્થી	Ganesh Chaturthi
વિશ્વ રક્તદાન દિવસ	Weltblutspendetag
રોકડીયો પાક	Cash Crops
નાગલી	Fingerhirse
પદ્મભૂષણ	Padma Bhushan
શિંગોડા (ફળ)	Wasserkastanie
તીતર	Wachtelfrankolin
સિરોહી	Sirohi
લોટસ ટેમ્પલ, દિલ્હી	Lotustempel
મોહિનીયટ્ટમ	Mohiniyattam
ખાખરો	Malabar-Lackbaum
થાણા જિલ્લો	Thane (Distrikt)
ભારતીય રિઝર્વ બેંક	Reserve Bank of India
સિલચર	Silchar
ભારતીય વિજ્ઞાન સંસ્થા	Indian Institute of Science
પર્યાવરણીય શિક્ષણ	Umweltbildung
શાસ્ત્રીય ભાષા	Klassische Sprache
પદ્મશ્રી	Padma Shri
શોલે	Sholay
લાખ	Lakh
કથક	Kathak
જીમ કોર્બેટ રાષ્ટ્રીય ઉદ્યાન	Corbett-Nationalpark
પાલનપુર	Palanpur
ગોરડ	Gummiarabikumbaum
મિર્જાપુર	Mirzapur
કોપ્પલ જિલ્લો	Koppal (Distrikt)
ફોર્બ્સ	Forbes Magazine
ઈડલી	Idli
હસન જિલ્લો	Hassan (Distrikt)
મલપ્પુરમ	Malappuram
વીણા	Vina
તુલસી	Indisches Basilikum
વાંસળી	Bansuri
મારુતિ સુઝુકી	Maruti Suzuki India
કપાલભાતિ	Kapalabhati
મુગલસરાય	Mughalsarai
ગૂડિસન પાર્ક	Goodison Park
હવાઇ	Hawai
એચ-1બી વિઝા	H-1B
યમનોત્રી	Yamunotri
વર્ધા જિલ્લો	Wardha (Distrikt)
મધ્ય પ્રદેશના મુખ્યમંત્રીઓ	Liste der Chief Minister von Madhya Pradesh
ચિકમંગલુર	Chikmagalur
ઇયાન બોથમ	Ian Botham
મહાદેવ ગોવિંદ રાનડે	Mahadev Govind Ranade
જેક્સ કાલીસ	Jacques Kallis
ટોડરમલ	Todar Mal
ફઇ ઝીઓ-તોગ	Fei Xiaotong
મૃણાલ સેન	Mrinal Sen
નિરદ સી. ચૌધુરી	Nirad Chandra Chaudhuri
ગોરખનાથ	Goraksha
કર્ટની વોલ્સ	Courtney Walsh
કોટા જિલ્લો	Kota (Distrikt)
રાયબરેલી	Raebareli
રીવા	Rewa (Stadt)
ટોંક	Tonk
વરૂણ	Varuna (indische Gottheit)
એલુર	Eluru
પલક્કડ	Palakkad
હુગલી ચુચુરા	Hugli-Chunchura
મેદિનીપુર	Medinipur
તવાંગ	Tawang
માંડ્યા	Mandya
ઝુનઝુનુન	Jhunjhunu
સાગર	Sagar (Indien)
જગદાલપુર	Jagdalpur
કૃષ્ણાગિરિ	Krishnagiri
સુલ્તાનપુર	Sultanpur (Uttar Pradesh)
વઢવાણ	Wadhwan
હજારીબાગ	Hazaribagh
મુનાર	Munnar
લલિતપુર	Lalitpur (Uttar Pradesh)
રેકોન્ગ પેઓ	Rekong Peo
ઉખરુલ (મણિપુર)	Ukhrul
શિવગંગાઇ	Sivaganga
એર્નાકુલમ	Ernakulam
જૌનપુર	Jaunpur
મહારાજગંજ	Maharajganj (Uttar Pradesh)
શ્રવણબેલગોડા	Shravanabelagola
દાંડી (જલાલપોર)	Dandi (Gujarat)
સુવર્ણપુર	Subarnapur (Orissa)
હાવેરી	Haveri
હાફલોન્ગ	Haflong
પ્રતાપગઢ	Pratapgarh (Uttar Pradesh)
ચક દે ઇન્ડિયા	Chak De! India – Ein unschlagbares Team
મલપ્પુરમ જિલ્લો	Malappuram (Distrikt)
હેલ બેરી	Halle Berry
કરમદાં	Carissa carandas
જેટકનેક્ટ	JetLite
વિશ્વ બૌદ્ધિક સંપદા દિન	Welttag des geistigen Eigentums
ચંબા જિલ્લો	Chamba (Distrikt)
ચંબલ નદી	Chambal
આઇ એસ ઓ ૯૦૦૧	EN ISO 9001
ચામુંડા	Chamunda
કચ્છ જિલ્લો	Kachchh (Distrikt)
સેલહર્સ્ટ પાર્ક	Selhurst Park
ચાટ મસાલો	Chat Masala
યોગસૂત્ર	Yogasutra
ફિંગર ઇલેવન	Finger Eleven
છત્રપતિ શાહુજીમહારાજ નગર જિલ્લો	Amethi (Distrikt)
ચીપકો આંદોલન	Chipko-Bewegung
ચિત્તોડગઢ જિલ્લો	Chittorgarh (Distrikt)
વાલ	Helmbohne
નવગ્રહ	Navagraha
શિરાજી કાબર	Ufermaina
ચુરુ જિલ્લો	Churu (Distrikt)
ઓમકારેશ્વર	Omkareshwar
કેમ્પર્સ નેટવર્ક	City Area Network
કાઠિયાવાડી ઘોડા	Kathiawari
લલિતપુર જિલ્લો, નેપાળ	Lalitpur (Distrikt, Nepal)
કચ્છનું મોટું રણ	Rann von Kachchh
જેકુઝી	Jacuzzi
પકોડી	Pakora
ક્રિકેટ વિશ્વ કપ ૨૦૦૭	Cricket World Cup 2007
લીડ્ઝ યુનાઈટેડ ફૂટબૉલ ક્લબ	Leeds United
લિવરપૂલ ફૂટબોલ ક્લબ	FC Liverpool
જયપુર જિલ્લો	Jaipur (Distrikt)
સાતારા જિલ્લો	Satara (Distrikt)
ડાંગ જિલ્લો	Dang (Distrikt)
ઈન્સીડ	Insead
કરોડ	Crore
સૂર્યનમસ્કાર	Sonnengruß
દાળ	Dal (Gericht)
પ્રજાસત્તાક દિન (ભારત)	Tag der Republik (Indien)
પનીર	Panir
ક્રિકેટનો બૉલ	Cricketball
કોઝીક્કોડ જિલ્લો	Kozhikode (Distrikt)
આંતરરાષ્ટ્રીય દાયણ દિવસ	Internationaler Hebammentag
નદિયા જિલ્લો	Nadia (Distrikt)
સોમનાથ	Tempel Somnath
મિર્જાપુર જિલ્લો	Mirzapur (Distrikt)
પંચાયતી રાજ	Panchayati Raj
ગોરખપુર જિલ્લો	Gorakhpur (Distrikt)
હઠયોગ પ્રદીપિકા	Hathapradipika
ગૌડીય વૈષ્ણવ સંપ્રદાય	Gaudiya Vaishnava
ટાટા ઇન્ડિકા	Tata Indica
સાતપુડા પર્વતમાળા	Satpuragebirge
કુચિપુડી નૃત્ય	Kuchipudi
પુરી (વાનગી)	Puri (Lebensmittel)
ઈન્ટરનેટ એક્ટીવિઝમ (ચળવળ)	Cyberaktivismus
ગોળ	Jaggery
ડભોઇ	Dabhoi
દમણ જિલ્લો	Daman (Distrikt)
દમણગંગા નદી	Damanganga
દરભંગા વિભાગ (પ્રમંડલ)	Darbhanga (Division)
વેબ ટ્રાફિક	Datenverkehr
દીક્ષાભૂમિ	Deekshabhoomi
એમ. એ. ચિદમ્બરમ સ્ટેડિયમ	M. A. Chidambaram Stadium
ડેનિસ લીલી	Dennis Lillee
બળદ ગાડું	Ochsenkarren
નવિન પટનાયક	Naveen Patnaik
સ્વામી ભારતી કૃષ્ણ તીર્થ મહારાજ રચિત વૈદિક ગણિત	Vedische Mathematik (Rechenmethoden)
સિગ પ્રો	SIG SP 2022
સંભાર	Sambar (Begriffsklärung)
પંજાબ (સંદિગ્ધ)	Punjab (Begriffsklärung)
આહાર સુરક્ષા	Ernährungssicherung
સર દોરાબજી તાતા	Dorabji Tata
કુંભલગઢ	Kumbhalgarh
સી.એન.આર.રાવ	C. N. R. Rao
મીન રાશી	Fische (Tierkreiszeichen)
નાયર	Nayar
વન કાબર	Dschungelmaina
ડુંગરપુર જિલ્લો	Dungarpur (Distrikt)
સંબલપુર જિલ્લો	Sambalpur (Distrikt)
દ્વાપરયુગ	Dvapara-Yuga
દૂધી	Flaschenkürbis
જમદગ્નિ	Jamadagni
શનિદેવ	Shani
કમ્પ્યુટર નેટવર્ક	Rechnernetz
સુનિલ ભારતી મિત્તલ	Sunil Mittal
તુમકુર જિલ્લો	Tumkur (Distrikt)
રામકૃષ્ણ મિશન	Ramakrishna-Mission
આકાશવાણી	All India Radio
સમય માપવાનાં સાધનોનો ઇતિહાસ	Geschichte der Zeitmessgeräte
વારાણસી જિલ્લો	Varanasi (Distrikt)
હરે કૃષ્ણ મંત્ર	Hare-Krishna-Mantra
રાયબરેલી જિલ્લો	Raebareli (Distrikt)
ઉદયપુર જિલ્લો	Udaipur (Distrikt)
અંડ કોષ	Eizelle
જટાયુ	Jatayu
વિલુપ્પુરમ	Viluppuram
માણાવદર	Manavadar
બેતવા નદી	Betwa
જપમાળા	Mala (Gebetskette)
કાજળ	Kajal
જ્યોતિર્લિંગ	Jyotirlinga
સંન્યાસ	Sannyasin
મુરાદાબાદ જિલ્લો	Moradabad (Distrikt)
ગોએર	GoAir
જલપાઈગુડી જિલ્લો	Jalpaiguri (Distrikt)
આચાર્ય	Acharya (Titel)
કોટ્ટયમ જિલ્લો	Kottayam (Distrikt)
જૌનપુર જિલ્લો	Jaunpur (Distrikt)
ઇન્સાસ	INSAS
એર્નાકુલમ જિલ્લો	Ernakulam (Distrikt)
હનુમાનગઢ જિલ્લો	Hanumangarh (Distrikt)
કોલ્લમ જિલ્લો	Kollam (Distrikt)
મહારાજગંજ જિલ્લો	Maharajganj (Distrikt)
સુલ્તાનપુર જિલ્લો	Sultanpur (Distrikt)
એસ્સાર ગ્રુપ	Essar Group
માંકેવી વયંસેવ	Agnes Monica
વયનાડ જિલ્લો	Wayanad
ખાદી	Khadi
એલચો	Schwarzer Kardamom
યુ.કે. પોસ્ટકોડ્સ	Postleitzahl (Vereinigtes Königreich)
વિક્રમ સંવત	Vikram Sambat
ભારતીય ઇસ્પાત પ્રાધિકરણ લિમિટેડ	Steel Authority of India
ભારતના ચારધામ	Char Dham
જીવ મિલખા સિંઘ	Jeev Milkha Singh
એલન બોર્ડર	Allan Border
ઉસ્તાદ વિલાયતખાં	Vilayat Khan
શિવાજી ગણેશન	Sivaji Ganesan
હિમેશ રેશમિયા	Himesh Reshammiya
માણી માધવ ચાક્યાર	Mani Madhava Chakyar
કુંદનલાલ સાયગલ	Kundan Lal Saigal
લાલા લાજપતરાય	Lala Lajpat Rai
શાહ અબ્દુલ લતીફ ભીતાઈ	Shah Abdul Latif
ગિરિશ કાસરવલ્લી	Girish Kasaravalli
સુઝલોન	Suzlon Energy
ગાંધી આશ્રમ	Sabarmati-Ashram
શ્રેણી:ચીન	Kategorie:China
મધર ઇન્ડિયા	Mother India
શ્રેણી:જાપાન	Kategorie:Japan
શ્રેણી:ઓસ્ટ્રેલિયા	Kategorie:Australien
શ્રેણી:ભારત	Kategorie:Indien
મણિપુરના મુખ્યમંત્રીઓ	Liste der Chief Minister von Manipur
ફિલ્મફેર સર્વોત્તમ અભિનેતા પુરસ્કાર	Filmfare Award/Bester Hauptdarsteller
રેડક્લિફ રેખા	Radcliffe-Linie
કરૌલી જિલ્લો	Karauli (Distrikt)
ગંગાનગર જિલ્લો	Sri Ganganagar (Distrikt)
કાસરગોડ જિલ્લો	Kasaragod (Distrikt)
જેસલમેર જિલ્લો	Jaisalmer (Distrikt)
સિકર જિલ્લો	Sikar (Distrikt)
અલકનંદા નદી	Alaknanda
મત્સ્યેન્દ્રનાથ	Matsyendra
યાજ્ઞવલ્કય	Yajnavalkya
સાંગલી જિલ્લો	Sangli (Distrikt)
તિથિ	Tithi
વૈશ્વિક ઉષ્ણતાની અસરો	Folgen der globalen Erwärmung
રાયચૂર જિલ્લો	Raichur (Distrikt)
કુશોક બાકુલા રિન્પોચે વિમાનમથક	Flughafen Leh
ઝીંગા ઉછેર	Garnelenzucht
જોધપુર જિલ્લો	Jodhpur (Distrikt)
રામેશ્વરમ	Rameswaram
ક્ષત્રિય	Kshatriya
રાષ્ટ્રીય ધોરી માર્ગ નં. ૮	National Highway 8 (Indien)
તાલિબાનનું મહિલાઓ માટે વર્તન	Frauenrechte unter den Taliban
શ્રેણી:નેધરલેંડ	Kategorie:Niederlande
શ્રેણી:પાકિસ્તાન	Kategorie:Pakistan
શ્રેણી:પક્ષી	Kategorie:Vögel
શ્રેણી:વનસ્પતિ	Kategorie:Pflanzen
શ્રેણી:ભૌતિકવિજ્ઞાન	Kategorie:Physik
શ્રેણી:જીવવિજ્ઞાન	Kategorie:Biologie
શ્રેણી:રસાયણવિજ્ઞાન	Kategorie:Chemie
શ્રેણી:ભૂગોળ	Kategorie:Geographie
શ્રેણી:વિજ્ઞાન	Kategorie:Wissenschaft
આપત્તિ સજ્જતા	Katastrophenschutz
જળ શુદ્ધિકરણ	Wasseraufbereitung
ઝાલાવાડ જિલ્લો	Jhalawar (Distrikt)
ઝુનઝુનુન જિલ્લો	Jhunjhunu (Distrikt)
વાવ	Stufenbrunnen
સોનપુર જિલ્લો	Subarnapur (Distrikt)
પ્રતાપગઢ જિલ્લો	Pratapgarh (Distrikt, Uttar Pradesh)
પદ્મનાભસ્વામી મંદિર	Padmanabhaswamy-Tempel
સ્ટર્લિંગ સબ મશીનગન	Sterling-Maschinenpistole
ગુજરાત વિદ્યાપીઠ	Gujarat Vidyapith
ઉત્તમ કુમાર	Uttam Kumar
અથાણાં	Indisches Pickle
હાવડા જિલ્લો	Haora (Distrikt)
બિલાસપુર જિલ્લો, હિમાચલ પ્રદેશ	Bilaspur (Distrikt, Himachal Pradesh)
અસહકારની ચળવળ	Kampagne der Nichtkooperation
ભારતીય વિશ્વવિદ્યાલય	Liste der Universitäten in Indien
કોરોનરિ એન્જિયોગ્રાફિ	Koronarangiographie
મેહરાનગઢ કિલ્લો	Meherangarh
ઉડ્ડપી જિલ્લો	Udupi (Distrikt)
રાઈતું	Raita
રાષ્ટ્રપતિ શાસન	President’s rule
જીસેટ	GSAT
ગૌતમ	Gautama (Rishi)
જનક	Janaka
શ્રીનગર જિલ્લો	Srinagar (Distrikt)
સવાઇ માધોપુર જિલ્લો	Sawai Madhopur (Distrikt)
ઑડિશાના મુખ્યમંત્રીઓ	Liste der Chief Minister von Odisha
હિમાચલ પ્રદેશના મુખ્યમંત્રીઓ	Liste der Chief Minister von Himachal Pradesh
ઝારખંડના મુખ્યમંત્રીઓ	Liste der Chief Minister von Jharkhand
ગુજરાતના મુખ્યમંત્રીઓ	Liste der Chief Minister von Gujarat
