Yn Affrick	Afrika
28 Jerrey Souree	28. Juli
27 Jerrey Souree	27. Juli
25 Jerrey Souree	25. Juli
24 Jerrey Souree	24. Juli
23 Jerrey Souree	23. Juli
26 Jerrey Souree	26. Juli
22 Jerrey Souree	22. Juli
19 Jerrey Souree	19. Juli
21 Jerrey Souree	21. Juli
20 Jerrey Souree	20. Juli
17 Jerrey Souree	17. Juli
18 Jerrey Souree	18. Juli
16 Jerrey Souree	16. Juli
Soccer	Fußball
25 Mee ny Nollick	25. Dezember
1963	1963
26 Mee ny Nollick	26. Dezember
Yn Deherree	Holocaust
1962	1962
14 Luanistyn	14. August
15 Luanistyn	15. August
13 Luanistyn	13. August
12 Luanistyn	12. August
11 Luanistyn	11. August
10 Luanistyn	10. August
8 Luanistyn	8. August
7 Luanistyn	7. August
9 Luanistyn	9. August
5 Luanistyn	5. August
4 Luanistyn	4. August
2 Luanistyn	2. August
3 Luanistyn	3. August
6 Luanistyn	6. August
1 Luanistyn	1. August
27 Mee ny Nollick	27. Dezember
Madrid	Madrid
16 Luanistyn	16. August
29 Luanistyn	29. August
28 Luanistyn	28. August
30 Luanistyn	30. August
25 Luanistyn	25. August
26 Luanistyn	26. August
23 Luanistyn	23. August
27 Luanistyn	27. August
21 Luanistyn	21. August
20 Luanistyn	20. August
24 Luanistyn	24. August
18 Luanistyn	18. August
17 Luanistyn	17. August
22 Luanistyn	22. August
19 Luanistyn	19. August
31 Luanistyn	31. August
Michael Jackson	Michael Jackson
28 Mee ny Nollick	28. Dezember
Brasília	Brasília
15 Mean Fouyir	15. September
14 Mean Fouyir	14. September
13 Mean Fouyir	13. September
12 Mean Fouyir	12. September
8 Mean Fouyir	8. September
11 Mean Fouyir	11. September
7 Mean Fouyir	7. September
10 Mean Fouyir	10. September
5 Mean Fouyir	5. September
4 Mean Fouyir	4. September
9 Mean Fouyir	9. September
2 Mean Fouyir	2. September
6 Mean Fouyir	6. September
1 Mean Fouyir	1. September
3 Mean Fouyir	3. September
29 Mee ny Nollick	29. Dezember
30 Mean Fouyir	30. September
29 Mean Fouyir	29. September
28 Mean Fouyir	28. September
27 Mean Fouyir	27. September
26 Mean Fouyir	26. September
25 Mean Fouyir	25. September
Santiago, y Çhillee	Santiago de Chile
23 Mean Fouyir	23. September
22 Mean Fouyir	22. September
24 Mean Fouyir	24. September
21 Mean Fouyir	21. September
20 Mean Fouyir	20. September
18 Mean Fouyir	18. September
17 Mean Fouyir	17. September
Pobblaght Hoveidjagh Hoshiallagh ny Belaroosh	Weißrussische Sozialistische Sowjetrepublik
19 Mean Fouyir	19. September
16 Mean Fouyir	16. September
30 Mee ny Nollick	30. Dezember
31 Mee ny Nollick	31. Dezember
1 Jerrey Fouyir	1. Oktober
15 Jerrey Fouyir	15. Oktober
12 Jerrey Fouyir	12. Oktober
10 Jerrey Fouyir	10. Oktober
14 Jerrey Fouyir	14. Oktober
9 Jerrey Fouyir	9. Oktober
8 Jerrey Fouyir	8. Oktober
13 Jerrey Fouyir	13. Oktober
7 Jerrey Fouyir	7. Oktober
11 Jerrey Fouyir	11. Oktober
6 Jerrey Fouyir	6. Oktober
4 Jerrey Fouyir	4. Oktober
5 Jerrey Fouyir	5. Oktober
3 Jerrey Fouyir	3. Oktober
2 Jerrey Fouyir	2. Oktober
Asunción	Asunción
31 Jerrey Fouyir	31. Oktober
30 Jerrey Fouyir	30. Oktober
29 Jerrey Fouyir	29. Oktober
28 Jerrey Fouyir	28. Oktober
26 Jerrey Fouyir	26. Oktober
25 Jerrey Fouyir	25. Oktober
24 Jerrey Fouyir	24. Oktober
27 Jerrey Fouyir	27. Oktober
22 Jerrey Fouyir	22. Oktober
23 Jerrey Fouyir	23. Oktober
20 Jerrey Fouyir	20. Oktober
21 Jerrey Fouyir	21. Oktober
19 Jerrey Fouyir	19. Oktober
17 Jerrey Fouyir	17. Oktober
16 Jerrey Fouyir	16. Oktober
18 Jerrey Fouyir	18. Oktober
Darmstadt	Darmstadt
15 Mee Houney	15. November
14 Mee Houney	14. November
13 Mee Houney	13. November
12 Mee Houney	12. November
11 Mee Houney	11. November
10 Mee Houney	10. November
7 Mee Houney	7. November
8 Mee Houney	8. November
9 Mee Houney	9. November
6 Mee Houney	6. November
5 Mee Houney	5. November
4 Mee Houney	4. November
3 Mee Houney	3. November
2 Mee Houney	2. November
1 Mee Houney	1. November
Paramaribo	Paramaribo
30 Mee Houney	30. November
29 Mee Houney	29. November
28 Mee Houney	28. November
27 Mee Houney	27. November
26 Mee Houney	26. November
25 Mee Houney	25. November
23 Mee Houney	23. November
24 Mee Houney	24. November
21 Mee Houney	21. November
20 Mee Houney	20. November
22 Mee Houney	22. November
19 Mee Houney	19. November
18 Mee Houney	18. November
17 Mee Houney	17. November
16 Mee Houney	16. November
Liger-Atlantel	Département Loire-Atlantique
Sydney	Sydney
Yn Austrail Heear	Western Australia
Bretyn Yiass Noa	New South Wales
Thalloo yn Twoaie	Northern Territory
Thalloo Preeu-valjagh ny h-Austrail	Australian Capital Territory
Caayr ny Panamaa	Panama-Stadt
George Orwell	George Orwell
Aodoù-an-Arvor	Département Côtes-d’Armor
Penn-ar-Bed	Département Finistère
Hertfordshire	Hertfordshire
Ankara	Ankara
1961	1961
Trie	Fuß (Einheit)
Belgraaid	Belgrad
Ronney:Clowanyn Wikipedia	Kategorie:Vorlage:
1960	1960
Ronney:Ronnaghyn clowan Wikipedia	Kategorie:Vorlage:nach Artikelthema
Quentin Tarantino	Quentin Tarantino
Ronney:Clowanyn spoyrt	Kategorie:Vorlage:Sport
Beirut	Beirut
Ronney:Clowanyn çheer	Kategorie:Vorlage:nach Staat
Lefkosia	Nikosia
Roltageagh	Asteroid
Ronney:Clowanyn çheer-oaylleeaght	Kategorie:Vorlage:Geographie
Lusaka	Lusaka
Yn Ghaleesh, y Spaainey	Galicien
Antananarivo	Antananarivo
Detmold	Detmold
Wikipedia:Sandbox	Wikipedia:Spielwiese
Wikipedia:Roie-raa	Wikipedia:Starthilfe
Balley	Kleinstadt
Glioonag	Notebook
Algeerey	Algebra
Kempten	Kempten (Allgäu)
Yn Çheer Vascagh (boodeeys hene-reiltagh)	Autonome Gemeinschaft Baskenland
Awin	Fluss
Osasco	Osasco
Aragón	Aragonien
Glaschu	Glasgow
Geayrag hulfuragh	Schwefelsäure
Cruinlagh	Umlaufbahn
Purt Aer Dong Hoi	Flughafen Dong Hoi
Felix Baumgartner	Felix Baumgartner
Rollage vuillagh	Pulsar
Curitiba	Curitiba
Ronney:Raaidyn rere çheer	Kategorie:Straße nach Staat
Zichyújfalu	Zichyújfalu
Ronney:Artiodactyla	Kategorie:Paarhufer
Ronney:Amsterdam	Kategorie:Amsterdam
Ronney:Pobblaghtyn Soveidjagh	Kategorie:Sozialistische Sowjetrepublik
Ronney:Tooneeshee	Kategorie:Tunesier
Victorious	Victorious
Jonathan Winters	Jonathan Winters
Ronney:Baljaghtyn ayns Liechtenstein	Kategorie:Ort in Liechtenstein
Clowan:Lang-lt	Vorlage:LtS
Ronney:Kishtaghyn fys sleih	Kategorie:Vorlage:Infobox Person
Clowan:Caslys-çheerey soiaghey ny Turkee	Vorlage:Positionskarte Türkei
Corbin Bleu	Corbin Bleu
Ronney:Maddaght	Kategorie:Mathematik
Ronney:Kyiv	Kategorie:Kiew
Aymarish	Aymara (Sprache)
Ellanyn ny Geyrragh	Färöer
1488	1488
Troarag	Cultivar
Euro	Euro
Yn Veanvooir	Mittelmeer
Yn Chreestiaght	Christentum
Boalley Verleen	Berliner Mauer
Ushag	Vögel
Preeu-valley	Hauptstadt
Monzón	Monzón
Clowan:Lang-tr	Vorlage:TrS
Portiugish	Portugiesische Sprache
Mee	Monat
1948	1948
Eumetasoa	Gewebetiere
1949	1949
Almazán	Almazán
Huang Xianfan	Huang Xianfan
Toshiaght Arree 2009	Februar 2009
1956	1956
1200	1200
1941	1941
1945	1945
1958	1958
1926	1926
1947	1947
Hippocrates	Hippokrates von Kos
1944	1944
1952	1952
Shapaanish	Japanische Sprache
DVD	DVD
Ard-ghuillag	Wikipedia:Hauptseite
1959	1959
1957	1957
Ruggyr	Rugby
Yn Oaraishey	Eurasien
Yn Udmurt	Udmurtien
Yn Tatarstaan	Tatarstan
Yn Vooir Chaspagh	Kaspisches Meer
Traen fo-halloo	U-Bahn
1266	1266
Albrecht Dürer	Albrecht Dürer
Frida Kahlo	Frida Kahlo
Michelangelo	Michelangelo
Peter Paul Rubens	Peter Paul Rubens
Frank Lloyd Wright	Frank Lloyd Wright
1300	1300
1301	1301
1302	1302
1303	1303
1304	1304
1305	1305
Charles Dickens	Charles Dickens
Åland	Åland
Kanta-Häme	Kanta-Häme
Kymenlaakso	Kymenlaakso
Yn Laplann, Finnlynn	Lappland (Finnland)
Pirkanmaa	Pirkanmaa
Österbotten (ard)	Österbotten
Pohjanmaa Hwoaie	Nordösterbotten
Yn Chataloan	Katalonien
Päijät-Häme	Päijät-Häme
Uusimaa	Uusimaa
Finnlynn Chiart	Varsinais-Suomi
1306	1306
1307	1307
Boodeeys Valencia	Valencianische Gemeinschaft
1308	1308
1309	1309
1310	1310
1311	1311
1312	1312
1313	1313
1314	1314
Ny h-Ellanyn Balearagh	Balearische Inseln
Murcia (ard)	Murcia (Region)
Andalucía	Andalusien
Everton F.C.	FC Everton
Novak Đoković	Novak Đoković
Kabul	Kabul
Fallsoonys	Philosophie
Ronney:Duillagyn er çhionn-scryssey	Kategorie:Wikipedia:Schnelllöschen
Hebe Camargo	Hebe Camargo
1400	1400
Arkan sonney	Stacheligel
1366	1366
Lippe	Kreis Lippe
1380	1380
Calais	Calais
Rheynnyn ny Frank	Département
1538	1538
1540	1540
Ronney:Rollageydys	Kategorie:Astronomie
Irree Magh ny Frank	Französische Revolution
UTC±00:00	UTC±0
Gwened	Vannes
1473	1473
Charon (fo-phlannad)	Charon (Mond)
1484	1484
1485	1485
1486	1486
1487	1487
Croitish	Kroatische Sprache
UTC+01:00	UTC+1
1489	1489
1490	1490
1491	1491
1600	1600
UTC+02:00	UTC+2
1584	1584
1608	1608
1711	1711
Unnaneys Rollageydagh Eddyrashoonagh	Internationale Astronomische Union
1800	1800
1801	1801
James Joyce	James Joyce
1802	1802
1803	1803
1809	1809
20oo eash	20. Jahrhundert
1813	1813
21oo eash	21. Jahrhundert
1814	1814
19oo eash	19. Jahrhundert
1817	1817
1820	1820
1822	1822
1735	1735
1825	1825
1826	1826
18oo eash	18. Jahrhundert
17oo eash	17. Jahrhundert
16oo eash	16. Jahrhundert
15oo eash	15. Jahrhundert
Cataloanish	Katalanische Sprache
14oo eash	14. Jahrhundert
Ronney:Rollageyn	Kategorie:Stern
13oo eash	13. Jahrhundert
12oo eash	12. Jahrhundert
11oo eash	11. Jahrhundert
Anjeeys	Atheismus
Bea-chemmig	Biochemie
Eggoaylleeaght	Ökologie
Politickaght	Politik
Yn Commeeys Arabagh	Arabische Liga
Fliughane-oaylleeaght	Mykologie
Reagheydys Chonaant yn Atlantagh Hwoaie	NATO
Reiltys	Regierung
Qin Shi Huang	Qin Shihuangdi
Myn-vioagh-oaylleeaght	Mikrobiologie
Alexander Pushkin	Alexander Sergejewitsch Puschkin
Ealisaid I Hostyn	Elisabeth I.
Rang-oardraghey	Taxonomie
Bioag	Lebewesen
Ada Lovelace	Ada Lovelace
Pobblaght	Republik
Johannes Brahms	Johannes Brahms
Antonín Dvořák	Antonín Dvořák
George Frideric Handel	Georg Friedrich Händel
Igor Stravinsky	Igor Fjodorowitsch Strawinski
Pyotr Ilyich Tchaikovsky	Pjotr Iljitsch Tschaikowski
Giuseppe Verdi	Giuseppe Verdi
Yn Ghermaan Natseeagh	Deutsches Reich 1933 bis 1945
Partee Natseeagh	Nationalsozialistische Deutsche Arbeiterpartei
Jacques Cartier	Jacques Cartier
Ewnyn	Juden
Yuri Gagarin	Juri Alexejewitsch Gagarin
Sleih-champ Auschwitz	KZ Auschwitz
Oświęcim	Oświęcim
Joseph Haydn	Joseph Haydn
Keayn y Jiass	Südlicher Ozean
Cleaysh	Ohr
Stroin	Nase
Sooill	Auge
Keyrrey	Hausschaf
Sheeintagh	Säugetiere
Ollanish	Niederländische Sprache
Margaret Thatcher	Margaret Thatcher
Caayl blaa	Blumenkohl
Lus ny h-oohyn	Aubergine
Phobos (fo-phlannad)	Phobos (Mond)
Deimos (fo-phlannad)	Deimos (Mond)
Sniaghtey	Schnee
1829	1829
1831	1831
Arraghey	Verkehr
1836	1836
1837	1837
1750	1750
1751	1751
1674	1674
1841	1841
1845	1845
1758	1758
1846	1846
1849	1849
1850	1850
1765	1765
1853	1853
1857	1857
1861	1861
1862	1862
1697	1697
1865	1865
1869	1869
Rooshish	Russische Sprache
1870	1870
Leigh	Recht
1873	1873
Çhalse X ny Frank	Karl X. (Frankreich)
1789	1789
1877	1877
1790	1790
Arran	Brot
1881	1881
1884	1884
1797	1797
1885	1885
1889	1889
Yn Chrimeea	Krim
Swahilish	Swahili (Sprache)
1892	1892
1893	1893
1894	1894
1895	1895
1896	1896
1897	1897
1898	1898
Çhengaghyn Sheenagh	Chinesische Sprachen
1899	1899
Killag	Zelle (Biologie)
Hochtaunuskreis	Hochtaunuskreis
Romaanish	Rumänische Sprache
Bulgeyrish	Bulgarische Sprache
Detmold (ard)	Regierungsbezirk Detmold
Fliaghey	Regen
Malagasish	Malagasy
Oaylleeaght najooragh	Naturwissenschaft
Franklin D. Roosevelt	Franklin D. Roosevelt
Dowan-oaylleeaght	Geowissenschaften
Winston Churchill	Winston Churchill
Nelson Mandela	Nelson Mandela
10oo eash	10. Jahrhundert
Proteen	Protein
Volcaan	Vulkan
Bodjal	Wolke
Sterrym cassee	Tornado
9oo eash	9. Jahrhundert
Towse-oaylleeaght	Geometrie
Grammeydys	Grammatik
Geay	Wind
Aeraght	Atmosphäre (Astronomie)
Tarmaynys	Wirtschaftswissenschaft
Argid cadjin	Währung
Çhengoaylleeaght	Sprachwissenschaft
Myn-heean	Phonem
Corys screeuee	Schrift
Abbyrlhit Arabagh	Arabisches Alphabet
Hànzì	Chinesische Schrift
Abbyrlhit Kyrillagh	Kyrillisches Alphabet
Abbyrlhit Greagagh	Griechisches Alphabet
Abbyrlhit Romanagh	Lateinisches Alphabet
Ronney:Yn Vulgeyr	Kategorie:Bulgarien
Lettyraght	Literatur
Ronney:Yn Rank	Kategorie:Frankreich
Ronney:Kiaull	Kategorie:Musik
Ronney:Lettyraght	Kategorie:Literatur
Noaskeeal	Roman
Ronney:Feeleeaght	Kategorie:Lyrik
Ronney:Shennaghys ny Frank	Kategorie:Französische Geschichte
Manga	Manga
Shynnagh ruy	Rotfuchs
Edjaghys	Bildung
Hugo Chávez	Hugo Chávez
Euronews	Euronews
Bainney	Milch
Slieau	Berg
Andrew Johnson	Andrew Johnson
Ewdish	Jiddisch
Miami	Miami
Yn Dragan	Drache (Sternbild)
Shanghai	Shanghai
Albaanish	Albanische Sprache
Bascish	Baskische Sprache
Aragonish	Aragonesische Sprache
Armeainish	Armenische Sprache
Alsaasish	Elsässisch
Ookraanish	Ukrainische Sprache
Yn Shelgeyr Mooar	Orion (Sternbild)
Parlamaid ny h-Oarpey	Europäisches Parlament
Coonseil ny h-Oarpey	Europarat
Yn Cheeaght	Großer Bär
Eaghtyr Tarmaynagh Oarpagh	Europäischer Wirtschaftsraum
Purt Aer Vannin	Flughafen Isle of Man
Soolynnish	Schwedische Sprache
Danvargish	Dänische Sprache
Norlynnish	Norwegische Sprache
Sheckish	Tschechische Sprache
Slovackish	Slowakische Sprache
Sloveanish	Slowenische Sprache
Ungaarish	Ungarische Sprache
Estoinish	Estnische Sprache
Latvish	Lettische Sprache
Litaanish	Litauische Sprache
Belarooshish	Weißrussische Sprache
Breneen	Atom
Greagish	Griechische Sprache
Feayn-skeealleydaght	Mythologie
Yernish	Irische Sprache
Maltish	Maltesische Sprache
Craueeaght	Religion
Mandarin	Nordchinesische Dialekte
Sigmund Freud	Sigmund Freud
Thaish	Thailändische Sprache
Yn Ewaghys	Judentum
Ewnish	Hebräische Sprache
Asserbajaanish	Aserbaidschanische Sprache
Massadoanish	Mazedonische Sprache
Serbish	Serbische Sprache
Bosnish	Bosnische Sprache
Galeeshish	Galicische Sprache
Bretnish	Walisische Sprache
Gaelg ny h-Albey	Schottisch-gälische Sprache
Adam Smith	Adam Smith
Ludwig Wittgenstein	Ludwig Wittgenstein
Barnet F.C.	FC Barnet
Shicklaage	Psychologie
Mahommad	Mohammed
Fiorag	Hörnchen
Tony Blair	Tony Blair
John Major	John Major
James Callaghan	James Callaghan
Gerald Ford	Gerald Ford
Richard Nixon	Richard Nixon
Çhengey (ronsaghey-kirpey)	Zunge
Nearag	Nerv
Mwannal	Hals
Goolag	Kehlkopf
Lyndon B. Johnson	Lyndon B. Johnson
Olt (ronsaghey-kirpey)	Gelenk
Cleeau	Brust
Mannin	Isle of Man
Ellan Eeaght	Isle of Wight
Ealisaid II y Reeriaght Unnaneysit	Elisabeth II.
John F. Kennedy	John F. Kennedy
B	B
Kiaull chlassicagh	Klassische Musik
Guilckagh (lettyr)	G
Unjin (lettyr)	U
Z (lettyr)	Z
Faarney (lettyr)	F
Juys (lettyr)	J
Abbyrlhit	Alphabet
Tramman (lettyr)	T
Couyll	C
Bunscoill	Grundschule
Renniagh (lettyr)	R
Darragh (lettyr)	D
Alpha	Alpha
Iuar	I
Eboin	E
Hibbin (lettyr)	H
Dwight D. Eisenhower	Dwight D. Eisenhower
Haarlem	Haarlem
Keirn (lettyr)	K
Lhouan	L
Malpys (lettyr)	M
Neaynin (lettyr)	N
Onnane (lettyr)	O
Pobbyl (lettyr)	P
Quinsh (lettyr)	Q
Shellagh (lettyr)	S
Ronald Reagan	Ronald Reagan
Vervine (lettyr)	V
Wooishlagh (lettyr)	W
X (lettyr)	X
Yiarn (lettyr)	Y
Rafael Nadal	Rafael Nadal
Plasmey (fishig)	Plasma (Physik)
Thiollane Vooir Eeaght	Eurotunnel
Ben Foster (bluckaneyr)	Ben Foster (Fußballspieler)
Gordon Brown	Gordon Brown
1100	1100
Ronney:Yn Veneswaaley	Kategorie:Venezuela
Beeal Feirshtey	Belfast
Cayr Deeth	Cardiff
Taabyl reiltagh ny bunstooghyn	Periodensystem
Tórshavn	Tórshavn
Reptilia	Reptilien
Archaea	Archaeen
Bacteria	Bakterien
Billey	Baum
Protista	Protisten
Daa-veaghagh	Amphibien
Chordata	Chordatiere
Caashey	Käse
Smeyr-feeyney	Weintraube
Feill	Fleisch
Praase	Kartoffel
Ard-whaiyl y Reeriaght Unnaneyssit as Nerin Hwoaie	Parlament des Vereinigten Königreichs
Çhaghnoaylleeaght	Technologie
Jeshaght	Maschine
Jeshaghteyrys	Ingenieurwissenschaften
Çhaghteraght	Kommunikation
Çhellvane	Telefon
Cultoor	Kultur
Co-vunstoo	Chemische Verbindung
Lheeys	Medizin
Sarajevo	Sarajevo
Quaiyl slattyssagh	Legislative
Windows Vista	Microsoft Windows Vista
Fidel Castro	Fidel Castro
Ronney:Yn Vrasseel	Kategorie:Brasilien
Ronney:Yn Romaan	Kategorie:Rumänien
Bunstoo	Chemisches Element
Co-vreneen	Molekül
Bieauaghey	Beschleunigung
Bree	Energie
Forse	Kraft
Gamman	Spiel
Ym-hayrn	Gravitation
Glout	Masse (Physik)
Fillym	Film
Gas	Gas
Ushlagh	Flüssigkeit
Stooaltane	Festkörper
Eirinys	Landwirtschaft
Cadee	Baumwollfaser
Eaddeeyn	Kleidung
Bieauid	Geschwindigkeit
Eaghtyr	Flächeninhalt
Oarn	Gerste
Harry S. Truman	Harry S. Truman
Peintal	Malerei
Jallooderys	Bildhauerkunst
Daunse	Tanz
Pasheydys	Töpferei
Maria Kirilenko	Marija Jurjewna Kirilenko
Çhaghnoaylleeaght-fysseree	Informationstechnik
Maria Sharapova	Marija Jurjewna Scharapowa
Chongqing	Chongqing
Tianjin	Tianjin
Wuhan	Wuhan
Rolley çheeraghyn y theihill	Liste der Staaten der Erde
Yn Eash Chloaie	Steinzeit
Yn Çhenn Egypt	Altes Ägypten
John Adams	John Adams
Thomas Jefferson	Thomas Jefferson
James Madison	James Madison
James Monroe	James Monroe
John Quincy Adams	John Quincy Adams
Andrew Jackson	Andrew Jackson
Martin Van Buren	Martin Van Buren
William Henry Harrison	William Henry Harrison
John Tyler	John Tyler
James K. Polk	James K. Polk
Zachary Taylor	Zachary Taylor
Kevin Costner	Kevin Costner
Co-haaghey sollysh	Photosynthese
Darragh (billey)	Eichen
Juys (Pinus)	Kiefern
1101	1101
Kerrin Tahrir	Tahrir-Platz
Kahngyr	Krebs (Medizin)
Britaanish	Bretonische Sprache
Yn Vritaan (ard)	Bretagne
Cryss hraa	Zeitzone
Nicoteen	Nicotin
Gaelg	Manx (Sprache)
Bro-Leon	Pays de Léon
Brattagh ny Britaan	Bretonische Flagge
Naoned	Nantes
Brest, y Vritaan	Brest (Finistère)
Diwan (scoill)	Diwan-Schulen
Gorley shymlee	Tuberkulose
Clowan:Caslys-çheerey soiaghey ny Germaan	Vorlage:Positionskarte Deutschland
Clowan:Caslys-çheerey soiaghey ny h-Eeslynn	Vorlage:Positionskarte Island
Clowan:Caslys-çheerey soiaghey Norlynn	Vorlage:Positionskarte Norwegen
Clowan:Caslys-çheerey soiaghey ny Danvarg	Vorlage:Positionskarte Dänemark
Clowan:Caslys-çheerey soiaghey ny Soolynn	Vorlage:Positionskarte Schweden
Clowan:Caslys-çheerey soiaghey Finnlynn	Vorlage:Positionskarte Finnland
Clowan:Caslys-çheerey soiaghey ny h-Estaan	Vorlage:Positionskarte Estland
Clowan:Caslys-çheerey soiaghey ny Latvey	Vorlage:Positionskarte Lettland
Clowan:Caslys-çheerey soiaghey ny Litaan	Vorlage:Positionskarte Litauen
Stanley, ny Malveenaghyn	Stanley (Falklandinseln)
Clowan:Caslys-çheerey soiaghey ny h-Erin	Vorlage:Positionskarte Irland
Clowan:Caslys-çheerey soiaghey ny Çheerey Injil	Vorlage:Positionskarte Niederlande
Clowan:Caslys-çheerey soiaghey ny Frank	Vorlage:Positionskarte Frankreich
Clowan:Caslys-çheerey soiaghey Andorra	Vorlage:Positionskarte Andorra
Clowan:Caslys-çheerey soiaghey ny Spaainey	Vorlage:Positionskarte Spanien
Clowan:Caslys-çheerey soiaghey ny Portiugal	Vorlage:Positionskarte Portugal
Clowan:Caslys-çheerey soiaghey ny h-Iddaal	Vorlage:Positionskarte Italien
Clowan:Caslys-çheerey soiaghey ny h-Elveeish	Vorlage:Positionskarte Schweiz
Ard-obbrinys	Architektur
Clowan:Caslys-çheerey soiaghey ny h-Austeyr	Vorlage:Positionskarte Österreich
Clowan:Caslys-çheerey soiaghey ny Pobblaght Çheck	Vorlage:Positionskarte Tschechien
Clowan:Caslys-çheerey soiaghey ny Slovack	Vorlage:Positionskarte Slowakei
Droghad	Brücke
Clowan:Caslys-çheerey soiaghey ny h-Ungaar	Vorlage:Positionskarte Ungarn
Clowan:Caslys-çheerey soiaghey ny Slovean	Vorlage:Positionskarte Slowenien
Clowan:Caslys-çheerey soiaghey ny Serb	Vorlage:Positionskarte Serbien
Clowan:Caslys-çheerey soiaghey Chosovo	Vorlage:Positionskarte Kosovo
Clowan:Caslys-çheerey soiaghey Vontenegro	Vorlage:Positionskarte Montenegro
Clowan:Caslys-çheerey soiaghey Phobblaght ny Massadoan	Vorlage:Positionskarte Mazedonien
Clowan:Caslys-çheerey soiaghey ny h-Albaan	Vorlage:Positionskarte Albanien
Clowan:Caslys-çheerey soiaghey ny Greag	Vorlage:Positionskarte Griechenland
Clowan:Caslys-çheerey soiaghey ny Bulgeyr	Vorlage:Positionskarte Bulgarien
Clowan:Caslys-çheerey soiaghey ny Romaan	Vorlage:Positionskarte Rumänien
Clowan:Caslys-çheerey soiaghey Voldova	Vorlage:Positionskarte Moldawien
Millard Fillmore	Millard Fillmore
Clowan:Caslys-çheerey soiaghey ny h-Ookraan	Vorlage:Positionskarte Ukraine
Franklin Pierce	Franklin Pierce
Clowan:Caslys-çheerey soiaghey ny Shorshey	Vorlage:Positionskarte Georgien
Clowan:Caslys-çheerey soiaghey ny h-Armeain	Vorlage:Positionskarte Armenien
Clowan:Caslys-çheerey soiaghey ny h-Asserbajaan	Vorlage:Positionskarte Aserbaidschan
Clowan:Caslys-çheerey soiaghey ny Kassaghstaan	Vorlage:Positionskarte Kasachstan
Clowan:Caslys-çheerey soiaghey ny Turkmenistaan	Vorlage:Positionskarte Turkmenistan
James Buchanan	James Buchanan
Clowan:Caslys-çheerey soiaghey ny Ceeprey	Vorlage:Positionskarte Zypern
Clowan:Caslys-çheerey soiaghey ny Livaan	Vorlage:Positionskarte Libanon
Clowan:Caslys-çheerey soiaghey Israel	Vorlage:Positionskarte Israel
Clowan:Caslys-çheerey soiaghey ny h-Afghanistaan	Vorlage:Positionskarte Afghanistan
Clowan:Caslys-çheerey soiaghey ny h-Injey	Vorlage:Positionskarte Indien
Clowan:Caslys-çheerey soiaghey ny Vietnam	Vorlage:Positionskarte Vietnam
Clowan:Caslys-çheerey soiaghey ny h-Austrail	Vorlage:Positionskarte Australien
Clowan:Caslys-çheerey soiaghey Phalau	Vorlage:Positionskarte Palau
Clowan:Caslys-çheerey soiaghey ny Soorinam	Vorlage:Positionskarte Suriname
Clowan:Caslys-çheerey soiaghey ny Shillee	Vorlage:Positionskarte Chile
Clowan:Caslys-çheerey soiaghey ny h-Argenteen	Vorlage:Positionskarte Argentinien
Clowan:Caslys-çheerey soiaghey ny Paraguay	Vorlage:Positionskarte Paraguay
Clowan:Caslys-çheerey soiaghey ny Brasseel	Vorlage:Positionskarte Brasilien
Staydraa	Statistik
Greeish	Treppe
Pyramid	Pyramide (Bauwerk)
Impiraght Romanagh Vannee	Heiliges Römisches Reich
Il-ha-Gwilen	Département Ille-et-Vilaine
Ny Loghlynee	Wikinger
Lane troar sthie	Bruttoinlandsprodukt
Mor-Bihan	Département Morbihan
Nord (rheynn ny Frank)	Département Nord
Pas-de-Calais	Département Pas-de-Calais
Aah	Furt
Lieh-innys ny h-Ibeir	Iberische Halbinsel
Feer earroo	Reelle Zahl
Smeyr ghoo	Brombeeren
Smeyr churree	Moosbeeren
Cro bainney	Kokospalme
Peitshag	Pfirsich
Oranje	Orange (Frucht)
Leeim	Limette
Romansh	Bündnerromanisch
Xiangish	Xiang (Sprache)
Sorbish Eaghtyragh	Obersorbische Sprache
Slavish (çhengey Athabaskagh)	Slavey (Sprache)
Sorbish Eeghtyragh	Niedersorbische Sprache
Saamish Yiass	Südsamische Sprache
Nahuatl	Nahuatl
Nama (çhengey)	Khoekhoegowab
Navajo (çhengey)	Navajo (Sprache)
Clowan:Caslys-çheerey soiaghey Ghreenlynn	Vorlage:Positionskarte Grönland
Clowan:Caslys-çheerey soiaghey ny Canadey	Vorlage:Positionskarte Kanada
Clowan:Caslys-çheerey soiaghey ny Panamaa	Vorlage:Positionskarte Panama
Tenochtitlan	Tenochtitlan
Coodagh keeagh	Büstenhalter
Picardie (ard)	Picardie
Arabish	Arabische Sprache
Yn Chorsickey	Korsika
Ocsitaanish	Okzitanische Sprache
Stroll	Satin
Gamma	Gamma
Ellan y Chaisht	Osterinsel
Baarle Albinagh	Scots
Brattagh	Flagge
Lhoob Finnlynn	Finnischer Meerbusen
Boayrd	Tisch
Clowan:Caslys-çheerey soiaghey ny h-Egypt	Vorlage:Positionskarte Ägypten
Lemgo	Lemgo
Clowan:Caslys-çheerey soiaghey ny Sambia	Vorlage:Positionskarte Sambia
Clowan:Caslys-çheerey soiaghey Vadagascar	Vorlage:Positionskarte Madagaskar
Greddaner	Toaster
Coodagh king	Kopfbedeckung
Dione (fo-phlannad)	Dione (Mond)
Tethys	Tethys (Mond)
Mwannalagh	Giraffe
