Aprika	Afrika
Saskatchewan	Saskatchewan
2012	2012
Masashi Kishimoto	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Dioksidong karbono	Kohlenstoffdioxid
2013	2013
2014	2014
2015	2015
Newfoundland at Labrador	Neufundland und Labrador
2008	2008
Hilagang Kanlurang mga Nasasakupan	Nordwest-Territorien
Yukon	Yukon (Territorium)
2004	2004
Vologda Oblast	Oblast Wologda
Wikitravel	Wikitravel
2005	2005
Dragon Ball	Dragon Ball
2006	2006
Nunavut	Nunavut
2007	2007
Lungsod ng Verona	Verona
1900	1900
1901	1901
François Mitterrand	François Mitterrand
Livy	Titus Livius
Charles de Gaulle	Charles de Gaulle
1902	1902
Lungsod ng Florencia	Florenz
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
Yellowknife	Yellowknife (Stadt)
1991	1991
1990	1990
1993	1993
Essen, Alemanya	Essen
1994	1994
1995	1995
1996	1996
Republika ng Komi	Republik Komi
1910	1910
1911	1911
1912	1912
1913	1913
Roseto degli Abruzzi	Roseto degli Abruzzi
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nuremberg	Nürnberg
1999	1999
1917	1917
1918	1918
Pagkain	Lebensmittel
Edmonton	Edmonton
Ahas	Schlangen
Jacques Chirac	Jacques Chirac
Bilis ng liwanag	Lichtgeschwindigkeit
Pakikipagtalik sa pamamagitan ng bibig	Oralverkehr
Regina, Saskatchewan	Regina (Saskatchewan)
Victoria, British Columbia	Victoria (British Columbia)
Winnipeg	Winnipeg
Totma	Totma
Halifax, Nova Scotia	Halifax (Nova Scotia)
Syktyvkar	Syktywkar
Cherepovets	Tscherepowez
Lungsod ng Québec	Québec (Stadt)
Enero 1	1. Januar
Enero 2	2. Januar
1920	1920
Enero 3	3. Januar
1919	1919
Valencia, Bukidnon	Valencia City
1921	1921
Nenets Autonomous Okrug	Autonomer Kreis der Nenzen
1922	1922
Enero 4	4. Januar
1923	1923
1924	1924
Naryan-Mar	Narjan-Mar
Riau	Riau
Malolos	Malolos City
Sosyalistang Pederatibong Republikang Sobyet ng Rusya	Russische Sozialistische Föderative Sowjetrepublik
Georges Pompidou	Georges Pompidou
Meycauayan	Meycauayan City
Leningrad Oblast	Oblast Leningrad
San Jose del Monte	San Jose del Monte City
Romulus at Remus	Romulus und Remus
Planetang unano	Zwergplanet
Tuguegarao	Tuguegarao City
Enero 5	5. Januar
Iriga	Iriga City
Naga, Camarines Sur	Naga City (Camarines Sur)
Roxas, Capiz	Roxas City
Pskov	Pskow
Pskov Oblast	Oblast Pskow
Syzran	Sysran
Enero 6	6. Januar
Lalawigan ng Kapuluan ng Riau	Kepulauan Riau
Elektron	Elektron
Enero 7	7. Januar
Enero 8	8. Januar
Veliky Novgorod	Weliki Nowgorod
Enero 9	9. Januar
Novgorod Oblast	Oblast Nowgorod
Enero 10	10. Januar
Nizhny Novgorod Oblast	Oblast Nischni Nowgorod
Enero 11	11. Januar
Enero 12	12. Januar
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Publius Cornelius Scipio Africanus
Enero 13	13. Januar
Birmingham	Birmingham
Enero 14	14. Januar
Enero 15	15. Januar
Enero 16	16. Januar
Tom Hanks	Tom Hanks
Enero 17	17. Januar
Enero 18	18. Januar
Enero 19	19. Januar
Enero 20	20. Januar
Rebolusyong Industriyal	Industrielle Revolution
Enero 21	21. Januar
Enero 22	22. Januar
Enero 23	23. Januar
Imperyong Romano	Römische Kaiserzeit
Enero 24	24. Januar
Enero 25	25. Januar
Minsk	Minsk
Enero 26	26. Januar
Microsoft	Microsoft
Enero 27	27. Januar
Enero 28	28. Januar
Enero 29	29. Januar
Enero 30	30. Januar
Tver	Twer
Enero 31	31. Januar
Tver Oblast	Oblast Twer
Proton	Proton
Disyembre 2	2. Dezember
Disyembre 1	1. Dezember
Disyembre 3	3. Dezember
Disyembre 7	7. Dezember
Disyembre 5	5. Dezember
Disyembre 8	8. Dezember
Disyembre 10	10. Dezember
Disyembre 6	6. Dezember
Disyembre 9	9. Dezember
Pink Floyd	Pink Floyd
Disyembre 4	4. Dezember
Pebrero 1	1. Februar
Pebrero 2	2. Februar
Sodium chloride	Natriumchlorid
Pebrero 3	3. Februar
Kurów	Kurów
Pebrero 4	4. Februar
Pebrero 5	5. Februar
Pebrero 6	6. Februar
Pebrero 7	7. Februar
Pebrero 8	8. Februar
Pebrero 9	9. Februar
Pebrero 10	10. Februar
Kimika	Chemie
Led Zepellin	Led Zeppelin
Pebrero 14	14. Februar
Pebrero 13	13. Februar
Pebrero 15	15. Februar
Pebrero 11	11. Februar
Pebrero 12	12. Februar
Smolensk	Smolensk
Pebrero 19	19. Februar
Pebrero 17	17. Februar
Pebrero 16	16. Februar
Pebrero 18	18. Februar
Pebrero 20	20. Februar
Mapanuring kimika	Analytische Chemie
Smolensk Oblast	Oblast Smolensk
Neutron	Neutron
69 (posisyong pangpagtatalik)	Neunundsechzig
Pebrero 21	21. Februar
Pebrero 22	22. Februar
Pebrero 23	23. Februar
Pebrero 24	24. Februar
Pebrero 25	25. Februar
Pebrero 26	26. Februar
27	27
Pebrero 27	27. Februar
Pebrero 28	28. Februar
Disyembre 11	11. Dezember
Pebrero 29	29. Februar
Disyembre 12	12. Dezember
Disyembre 13	13. Dezember
Disyembre 14	14. Dezember
Disyembre 15	15. Dezember
Marso 2	2. März
Marso 3	3. März
Marso 5	5. März
Marso 1	1. März
Marso 7	7. März
Marso 8	8. März
Marso 4	4. März
Marso 10	10. März
Marso 11	11. März
Marso 6	6. März
Marso 13	13. März
Marso 9	9. März
Marso 12	12. März
Marso 15	15. März
Marso 14	14. März
Disyembre 16	16. Dezember
Disyembre 17	17. Dezember
Marso 16	16. März
Marso 17	17. März
Marso 18	18. März
Yaroslavl	Jaroslawl
Marso 19	19. März
1989	1989
1988	1988
Marso 20	20. März
1987	1987
1986	1986
1985	1985
1984	1984
Marso 21	21. März
1983	1983
Marso 22	22. März
1982	1982
1981	1981
Disyembre 18	18. Dezember
1980	1980
Marso 23	23. März
Yaroslavl Oblast	Oblast Jaroslawl
Mogadiscio	Mogadischu
Disyembre 19	19. Dezember
Marso 24	24. März
Marso 25	25. März
Disyembre 20	20. Dezember
Marso 26	26. März
Marso 27	27. März
Marso 28	28. März
Marso 29	29. März
Marso 30	30. März
Marso 31	31. März
Nassau	Nassau (Bahamas)
Galaksiyang Andromeda	Andromedagalaxie
Sanaa	Sanaa
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Karang ng Tarawa	Tarawa
Digmaan ng Tatlumpung Taon	Dreißigjähriger Krieg
Papa Benedicto XVI	Benedikt XVI.
Abril 15	15. April
Abril 13	13. April
Abril 12	12. April
Abril 14	14. April
Abril 11	11. April
Abril 10	10. April
Abril 8	8. April
Abril 9	9. April
Abril 7	7. April
Abril 6	6. April
Abril 5	5. April
Abril 4	4. April
Abril 3	3. April
Abril 1	1. April
Abril 2	2. April
Teleskopyong Pangkalawakang Hubble	Hubble-Weltraumteleskop
Abril 16	16. April
Abril 17	17. April
Abril 18	18. April
Abril 19	19. April
Abril 20	20. April
Abril 21	21. April
Abril 22	22. April
Abril 23	23. April
Abril 24	24. April
Gerhard Schröder	Gerhard Schröder
Abril 25	25. April
Abril 26	26. April
Abril 27	27. April
Abril 28	28. April
Abril 29	29. April
Abril 30	30. April
Likas na satelayt	Satellit (Astronomie)
Joachim Gauck	Joachim Gauck
Pagkatuto ng makina	Maschinelles Lernen
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Mayo 1	1. Mai
Mayo 2	2. Mai
Mayo 3	3. Mai
Mayo 4	4. Mai
Mayo 5	5. Mai
Mayo 6	6. Mai
Mayo 7	7. Mai
Mayo 8	8. Mai
Mayo 9	9. Mai
Mayo 10	10. Mai
Mayo 11	11. Mai
Mayo 12	12. Mai
Mayo 13	13. Mai
Mayo 14	14. Mai
Mayo 15	15. Mai
Titan (buwan)	Titan (Mond)
Mayo 16	16. Mai
Mayo 17	17. Mai
Mayo 18	18. Mai
Mayo 19	19. Mai
Mayo 20	20. Mai
Mayo 21	21. Mai
Mayo 22	22. Mai
Mayo 23	23. Mai
Mayo 24	24. Mai
Mayo 25	25. Mai
Mayo 26	26. Mai
Mayo 27	27. Mai
Mayo 28	28. Mai
Mayo 29	29. Mai
Mayo 30	30. Mai
Mayo 31	31. Mai
Kostroma	Kostroma
Kostroma Oblast	Oblast Kostroma
Paul McCartney	Paul McCartney
Disyembre 21	21. Dezember
Papa Pio XII	Pius XII.
Hunyo 14	14. Juni
Hunyo 15	15. Juni
Hunyo 13	13. Juni
Hunyo 10	10. Juni
Hunyo 7	7. Juni
Hunyo 11	11. Juni
Hunyo 9	9. Juni
Hunyo 12	12. Juni
Hunyo 6	6. Juni
Hunyo 8	8. Juni
Hunyo 5	5. Juni
Hunyo 3	3. Juni
Hunyo 2	2. Juni
Hunyo 1	1. Juni
Hunyo 4	4. Juni
Ivanovo	Iwanowo
Ringo Starr	Ringo Starr
Napoli (lungsod)	Neapel
Disyembre 22	22. Dezember
10 Hygiea	(10) Hygiea
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
Hunyo 16	16. Juni
Ivanovo Oblast	Oblast Iwanowo
Lungsod ng Palermo	Palermo
Hunyo 30	30. Juni
Hunyo 29	29. Juni
Hunyo 28	28. Juni
Hunyo 26	26. Juni
Hunyo 25	25. Juni
Hunyo 22	22. Juni
Hunyo 27	27. Juni
Hunyo 24	24. Juni
Hunyo 20	20. Juni
Hunyo 23	23. Juni
Hunyo 19	19. Juni
Hunyo 18	18. Juni
Hunyo 21	21. Juni
Hunyo 17	17. Juni
Disyembre 23	23. Dezember
Wilhelm II, Emperador ng Alemanya	Wilhelm II. (Deutsches Reich)
Bruce Willis	Bruce Willis
Vladimir	Wladimir (Russland)
Arnold Schwarzenegger	Arnold Schwarzenegger
Hulyo 15	15. Juli
Hulyo 13	13. Juli
Hulyo 12	12. Juli
Hulyo 10	10. Juli
Hulyo 9	9. Juli
Hulyo 14	14. Juli
Hulyo 8	8. Juli
Hulyo 7	7. Juli
Hulyo 6	6. Juli
Hulyo 5	5. Juli
Hulyo 2	2. Juli
Hulyo 4	4. Juli
Hulyo 3	3. Juli
Hulyo 1	1. Juli
Hulyo 11	11. Juli
Vladimir Oblast	Oblast Wladimir
Disyembre 24	24. Dezember
Sasha Grey	Sasha Grey
Hulyo 31	31. Juli
Hulyo 30	30. Juli
Hulyo 29	29. Juli
Hulyo 28	28. Juli
Hulyo 27	27. Juli
Hulyo 25	25. Juli
Hulyo 24	24. Juli
Hulyo 23	23. Juli
Hulyo 26	26. Juli
Hulyo 22	22. Juli
Hulyo 19	19. Juli
Hulyo 21	21. Juli
Hulyo 20	20. Juli
Hulyo 17	17. Juli
Hulyo 18	18. Juli
Hulyo 16	16. Juli
Futbol	Fußball
Disyembre 25	25. Dezember
Ryazan	Rjasan
Lungsod ng Siena	Siena
Ryazan Oblast	Oblast Rjasan
1963	1963
Urbino	Urbino
Disyembre 26	26. Dezember
Holocaust	Holocaust
1962	1962
IPhone	IPhone
Tula, Russia	Tula
Agosto 14	14. August
Agosto 15	15. August
Agosto 13	13. August
Agosto 12	12. August
Agosto 11	11. August
Agosto 10	10. August
Agosto 8	8. August
Agosto 7	7. August
Agosto 9	9. August
Agosto 5	5. August
Agosto 4	4. August
Agosto 2	2. August
Agosto 3	3. August
Agosto 6	6. August
Agosto 1	1. August
Geronimo	Geronimo
Tula Oblast	Oblast Tula
Magkapatid na Grimm	Brüder Grimm
Disyembre 27	27. Dezember
Bryansk	Brjansk
Madrid	Madrid
Elton John	Elton John
Bryansk Oblast	Oblast Brjansk
Submarino	U-Boot
Agosto 16	16. August
Coca-Cola	Coca-Cola
Agosto 29	29. August
Agosto 28	28. August
Agosto 30	30. August
Agosto 25	25. August
Agosto 26	26. August
Agosto 23	23. August
Agosto 27	27. August
Agosto 21	21. August
Agosto 20	20. August
Agosto 24	24. August
Agosto 18	18. August
Agosto 17	17. August
Agosto 22	22. August
Agosto 19	19. August
Agosto 31	31. August
Michael Jackson	Michael Jackson
Disyembre 28	28. Dezember
Kaluga	Kaluga
Trangkaso	Influenza
Bogotá	Bogotá
Kaluga Oblast	Oblast Kaluga
Brasilia	Brasília
Marijuana	Cannabis als Rauschmittel
Setyembre 15	15. September
Setyembre 14	14. September
Setyembre 13	13. September
Setyembre 12	12. September
Setyembre 8	8. September
Setyembre 11	11. September
Setyembre 7	7. September
Setyembre 10	10. September
Setyembre 5	5. September
Setyembre 4	4. September
Setyembre 9	9. September
Setyembre 2	2. September
Setyembre 6	6. September
Setyembre 1	1. September
Setyembre 3	3. September
Disyembre 29	29. Dezember
Alaksandr Łukašenka	Aljaksandr Lukaschenka
Lungsod ng Lima	Lima
Analisis ng pangunahing bahagi	Hauptkomponentenanalyse
Setyembre 30	30. September
Setyembre 29	29. September
Setyembre 28	28. September
Setyembre 27	27. September
Setyembre 26	26. September
Setyembre 25	25. September
Santiago, Tsile	Santiago de Chile
Setyembre 23	23. September
Setyembre 22	22. September
Setyembre 24	24. September
Setyembre 21	21. September
Setyembre 20	20. September
Setyembre 18	18. September
Setyembre 17	17. September
Sosyalistang Republikang Sobyetikang ng Belorusya	Weißrussische Sozialistische Sowjetrepublik
Setyembre 19	19. September
Setyembre 16	16. September
Quito	Quito
Disyembre 30	30. Dezember
Sucre	Sucre
Disyembre 31	31. Dezember
Oktubre 1	1. Oktober
Oktubre 15	15. Oktober
Oktubre 12	12. Oktober
Oktubre 10	10. Oktober
Oktubre 14	14. Oktober
Oktubre 9	9. Oktober
Oktubre 8	8. Oktober
Oktubre 13	13. Oktober
Oktubre 7	7. Oktober
Oktubre 11	11. Oktober
Oktubre 6	6. Oktober
Oktubre 4	4. Oktober
Oktubre 5	5. Oktober
Oktubre 3	3. Oktober
Oktubre 2	2. Oktober
Asuncion	Asunción
Kambing	Hausziege
Palasyo ng Bersalyes	Schloss Versailles
Oktubre 31	31. Oktober
Oktubre 30	30. Oktober
Oktubre 29	29. Oktober
Oktubre 28	28. Oktober
Oktubre 26	26. Oktober
Oktubre 25	25. Oktober
Oktubre 24	24. Oktober
Oktubre 27	27. Oktober
Oktubre 22	22. Oktober
Oktubre 23	23. Oktober
Oktubre 20	20. Oktober
Oktubre 21	21. Oktober
Oktubre 19	19. Oktober
Oktubre 17	17. Oktober
Oktubre 16	16. Oktober
Oktubre 18	18. Oktober
Katedral	Kathedrale
Kalayaan	Freiheit
Nobyembre 15	15. November
Nobyembre 14	14. November
Nobyembre 13	13. November
Nobyembre 12	12. November
Nobyembre 11	11. November
Nobyembre 10	10. November
Nobyembre 7	7. November
Nobyembre 8	8. November
Nobyembre 9	9. November
Nobyembre 6	6. November
Nobyembre 5	5. November
Nobyembre 4	4. November
Nobyembre 3	3. November
Nobyembre 2	2. November
Nobyembre 1	1. November
Amy Johnson	Amy Johnson
Paramaribo	Paramaribo
2 Pallas	(2) Pallas
3 Juno	(3) Juno
ICarly	ICarly
Nobyembre 30	30. November
Nobyembre 29	29. November
Nobyembre 28	28. November
Nobyembre 27	27. November
Nobyembre 26	26. November
Nobyembre 25	25. November
Nobyembre 23	23. November
Nobyembre 24	24. November
Nobyembre 21	21. November
Nobyembre 20	20. November
Nobyembre 22	22. November
Nobyembre 19	19. November
Nobyembre 18	18. November
Nobyembre 17	17. November
Nobyembre 16	16. November
4 Vesta	(4) Vesta
Katmandu	Kathmandu
Belmopan	Belmopan
Carlomagno	Karl der Große
San José, Costa Rica	San José (Costa Rica)
San Salvador	San Salvador
Canberra	Canberra
Io (buwan)	Io (Mond)
Oryol Oblast	Oblast Orjol
Sydney	Sydney
Lunti	Grün
Callisto (buwan)	Kallisto (Mond)
Melbourne	Melbourne
Pula	Rot
Europa (buwan)	Europa (Mond)
Muon	Myon
Kursk	Kursk
Ganymede (buwan)	Ganymed (Mond)
Kursk Oblast	Oblast Kursk
Perth, Kanlurang Australya	Perth
Apoy	Feuer
Photon	Photon
Kanlurang Australya	Western Australia
New South Wales	New South Wales
Positron	Positron
Hilagang Teritoryo	Northern Territory
Tegucigalpa	Tegucigalpa
Amalthea (buwan)	Amalthea (Mond)
Timawa (nobela)	Timawa
Brione (TN)	Brione (Trentino)
Managua	Managua
Lardaro	Lardaro
Gluon	Gluon
Charles Martel	Karl Martell
Enceladus (buwan)	Enceladus (Mond)
Lungsod ng Panama	Panama-Stadt
Titania (buwan)	Titania (Mond)
Belgorod	Belgorod
Lourdes	Lourdes
Belgorod Oblast	Oblast Belgorod
George Orwell	George Orwell
Umbriel (buwan)	Umbriel
Ariel (buwan)	Ariel (Mond)
Amelia Earhart	Amelia Earhart
Antiochus IV Epiphanes	Antiochos IV.
Triton (buwan)	Triton (Mond)
Aosta	Aosta
Seleucus II Callinicus	Seleukos II.
Ilog Nilo	Nil
Hinuhang pangnebula	Sonnennebel
Sirius	Sirius
Voronezh	Woronesch
Lungsod ng Perugia	Perugia
Voronezh Oblast	Oblast Woronesch
Volpara	Volpara
L’Aquila (lungsod)	L’Aquila
Lipetsk	Lipezk
Sumatra	Sumatra
Campobasso	Campobasso
Massimeno	Massimeno
Grauno	Grauno
Ilog Congo	Kongo (Fluss)
Sagron Mis	Sagron Mis
Pietraferrazzana	Pietraferrazzana
Lipetsk Oblast	Oblast Lipezk
Fallo	Fallo
Roio del Sangro	Roio del Sangro
Tambov	Tambow
Tambov Oblast	Oblast Tambow
Rabat	Rabat
Kometa	Komet
Montelapiano	Montelapiano
Arhel	Algier
Montebello sul Sangro	Montebello sul Sangro
Monteferrante	Monteferrante
Tunis	Tunis
Rostov Oblast	Oblast Rostow
Kategorya:Image namespace templates	Kategorie:Vorlage:Datei:
Tripoli	Tripolis
Silangang Haba	Jawa Timur
Rede Globo	Rede Globo
Mga comune ng Lalawigan ng Pavia	Canevino
Velezzo Lomellina	Velezzo Lomellina
Rocca de' Giorgi	Rocca de’ Giorgi
Villa Biscossi	Villa Biscossi
Calvignano	Calvignano
Jack Angel	Jack Angel
Lungsod ng Djibouti	Dschibuti (Stadt)
Antofagasta	Antofagasta
Teherán	Teheran
Adis Abeba	Addis Abeba
Jakarta	Jakarta
Verbania	Verbania
Ankara	Ankara
Asmara	Asmara
Krasnodar	Krasnodar
NDjamena	N’Djamena
Niamey	Niamey
Krasnodar Krai	Region Krasnodar
Nouakchott	Nouakchott
Riad	Riad
1961	1961
Bamako	Bamako
Talampakan (yunit)	Fuß (Einheit)
Belgrado	Belgrad
Dakar	Dakar
Kanlurang Haba	Jawa Barat
Banjul	Banjul
Conakry	Conakry
Adygea	Adygeja
Bissau	Bissau
Kategorya:Mga suleras sa Wikipedia	Kategorie:Vorlage:
Monrovia	Monrovia
Praia	Praia
Maykop	Maikop
1960	1960
Java (pulo)	Java (Insel)
Kategorya:Wikipedia template categories	Kategorie:Vorlage:nach Artikelthema
Accra	Accra
Damasko	Damaskus
Yamoussoukro	Yamoussoukro
Ouagadougou	Ouagadougou
Freetown	Freetown
Ilog Amasona	Amazonas
Abuja	Abuja
Lomé	Lomé
Kalimantan	Kalimantan
Porto-Novo	Porto-Novo
Aman	Amman
Jaunde	Yaoundé
Kategorya:Sports templates	Kategorie:Vorlage:Sport
Selebes	Sulawesi
Malabo	Malabo
Volgograd Oblast	Oblast Wolgograd
Beirut	Beirut
Libreville	Libreville
Maskate	Maskat
Kapuluang Maluku	Molukken
Bangui	Bangui
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Nicosia	Nikosia
Kigali	Kigali
Doha	Doha
Asteroyd	Asteroid
Dodoma	Dodoma
Nairobi	Nairobi
Neurosikolohiya	Neuropsychologie
Lilongwe	Lilongwe
Lusaka	Lusaka
Manama	Manama
Eklipse ng araw	Sonnenfinsternis
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni, Komoros	Moroni (Komoren)
Mbabane	Mbabane
Galicia (Espanya)	Galicien
Maseru	Maseru
Paaralan	Schule
Antananarivo	Antananarivo
Pamantasan	Universität
Gaborone	Gaborone
Harare	Harare
Grace Kelly	Grace Kelly
Pretoria	Pretoria
Astrakhan	Astrachan
Port Louis	Port Louis
Pingpong	Tischtennis
San Tomas	São Tomé
Asturias (Espanya)	Asturien
Windhoek	Windhoek
Supernoba	Supernova
Wikipedia:Sanayan	Wikipedia:Spielwiese
Victoria, Seychelles	Victoria (Seychellen)
Astrakhan Oblast	Oblast Astrachan
Lokal na pangkat	Lokale Gruppe
Wikipedia:Maligayang pagdating!	Wikipedia:Starthilfe
Cantabria	Kantabrien
Tahanan	Haus
Kalmykia	Kalmückien
Neubrandenburg	Neubrandenburg
Hardware (kompyuter)	Hardware
Alhebra	Algebra
Power supply unit (kompyuter)	PC-Netzteil
Elista	Elista
Bayang Basko	Autonome Gemeinschaft Baskenland
Mapa	Karte (Kartografie)
Ramesses IX	Ramses IX.
Nafarroa	Navarra
Ilog	Fluss
Ramesses X	Ramses X.
Tara Strong	Tara Strong
Duke Ellington	Duke Ellington
Osasco	Osasco
Aragón	Aragonien
CeeLo Green	Cee-Lo Green
36 BC	36 v. Chr.
Ramesses V	Ramses V.
20 BC	20 v. Chr.
40 BC	40 v. Chr.
39 BC	39 v. Chr.
37 BC	37 v. Chr.
Eschweiler	Eschweiler
22 BC	22 v. Chr.
Amonya	Ammoniak
38 BC	38 v. Chr.
Fujairah	Fudschaira
Glasgow	Glasgow
28 BC	28 v. Chr.
Pion	Pion
18 BC	18 v. Chr.
15 BC	15 v. Chr.
33 BC	33 v. Chr.
Chris Rock	Chris Rock
30 BK	30 v. Chr.
12 BC	12 v. Chr.
Ligiran	Umlaufbahn
Paliparan ng Dong Hoi	Flughafen Dong Hoi
45 BC	45 v. Chr.
Wetzlar	Wetzlar
46 BC	46 v. Chr.
Autobiograpiya	Autobiografie
41 BC	41 v. Chr.
49 BC	49 v. Chr.
42 BC	42 v. Chr.
25 BC	25 v. Chr.
47 BC	47 v. Chr.
10 BK	10 v. Chr.
Ned Beatty	Ned Beatty
Daksipat	Teleskop
James Coburn	James Coburn
Kategorya:Kasaysayan ng Malaysia	Kategorie:Malaysische Geschichte
Miley Cyrus	Miley Cyrus
Kategorya:Kasaysayan ng Benin	Kategorie:Geschichte (Benin)
Tengen toppen Guren Laggen	Gurren Lagann
Motherboard	Hauptplatine
Kategorya:Kasaysayan ng Bangladesh	Kategorie:Geschichte Bangladeschs
Rodger Bumpass	Rodger Bumpass
Kategorya:Lutuing Griyego	Kategorie:Griechische Küche
Primorsky Krai	Region Primorje
Kategorya:Kasaysayan ng Arabyang Saudi	Kategorie:Geschichte Saudi-Arabiens
Kategorya:Kasaysayan ng Indonesya	Kategorie:Geschichte Indonesiens
Barefoot Gen	Barfuß durch Hiroshima
Jimmy Bennett	Jimmy Bennett
Kategorya:Kasaysayan ng Taiwan	Kategorie:Taiwanische Geschichte
Curitiba	Curitiba
Kategorya:Mga lansangan ayon sa bansa	Kategorie:Straße nach Staat
Pangaea	Pangaea
Mr. Lawrence	Doug Lawrence (Synchronsprecher)
Kanlurang Aprika	Westafrika
Kategorya:Kasaysayan ng Turkiya	Kategorie:Türkische Geschichte
Gubat	Wald
Kategorya:Kasaysayan ng Silangang Timor	Kategorie:Geschichte Osttimors
Kategorya:Kasaysayan ng Hapon	Kategorie:Japanische Geschichte
Kategorya:1888	Kategorie:1888
Zichyújfalu	Zichyújfalu
Kategorya:Blattodea	Kategorie:Blattodea
Hard disk drive	Festplattenlaufwerk
Papa Pío VIII	Pius VIII.
Kategorya:Artiodactyla	Kategorie:Paarhufer
Papa Benedicto XV	Benedikt XV.
Khabarovsk	Chabarowsk
Kategorya:Bovidae	Kategorie:Bovidae
Jennette McCurdy	Jennette McCurdy
Panunuring pampelikula	Filmkritik
Clancy Brown	Clancy Brown
Optical disc	Brenner (Hardware)
Kategorya:Ipinanganak noong 1421	Kategorie:Geboren 1421
Kategorya:Squamata	Kategorie:Squamata
Hukbong dagat	Marine
Lalawigan ng Kotayk	Kotajk
Victorious	Victorious
Jonathan Winters	Jonathan Winters
Kooperatiba	Genossenschaft
Kategorya:Lutuing Polako	Kategorie:Polnische Küche
Kategorya:Kasaysayan ng Afghanistan	Kategorie:Geschichte (Afghanistan)
O-Zone	O-Zone
Padron:Lang-lt	Vorlage:LtS
Kategorya:Kasaysayan ng Biyetnam	Kategorie:Vietnamesische Geschichte
Kategorya:Kasaysayan ng Pakistan	Kategorie:Geschichte Pakistans
Kategorya:1421	Kategorie:1421
Sean Connery	Sean Connery
Kategorya:People infobox templates	Kategorie:Vorlage:Infobox Person
Aklat ng mga Kawikaan	Buch der Sprichwörter
Anne Frank	Anne Frank
Confucius	Konfuzius
Sarah Bernhardt	Sarah Bernhardt
Kategorya:Kasaysayan ng Irak	Kategorie:Geschichte Iraks
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnabal	Karneval, Fastnacht und Fasching
Kategorya:Matematika	Kategorie:Mathematik
Kategorya:Kasaysayan ng Mongolia	Kategorie:Geschichte der Mongolei
Kapuluang Peroe	Färöer
Surat	Surat
Kategorya:Kasaysayan ng India	Kategorie:Indische Geschichte
Mohamed Morsi	Mohammed Mursi
Barbra Streisand	Barbra Streisand
Kategorya:Kasaysayan ng Pilipinas	Kategorie:Geschichte der Philippinen
Bali, Indonesya	Bali
Hupiter (mitolohiya)	Jupiter (Mythologie)
Sherlock Holmes	Sherlock Holmes
107 BK	107 v. Chr.
Renasimiyento	Renaissance
143 BC	143 v. Chr.
126 BC	126 v. Chr.
116 BC	116 v. Chr.
136 BC	136 v. Chr.
113 BK	113 v. Chr.
Pugad	Nest
140 BC	140 v. Chr.
Kategorya:Gruiformes	Kategorie:Kranichvögel
150 BC	150 v. Chr.
Kategorya:Ipinanganak noong 1888	Kategorie:Geboren 1888
130 BC	130 v. Chr.
1488	1488
Kategorya:Kasaysayan ng Iran	Kategorie:Geschichte Irans
Kategorya:Kasaysayan ng Singapore	Kategorie:Geschichte (Singapur)
Jimmy Kimmel	Jimmy Kimmel
Euro	Euro
Dolyar ng Estados Unidos	US-Dollar
Dagat Mediteraneo	Mittelmeer
Republika ng Venezia	Republik Venedig
Kategorya:Heograpiya ng New Zealand	Kategorie:Geographie (Neuseeland)
Jason Lee	Jason Lee (Schauspieler)
Hangzhou	Hangzhou
Villabate	Villabate
Aliminusa	Aliminusa
Valledolmo	Valledolmo
San Cipirello	San Cipirello
Blufi	Blufi
Herman Melville	Herman Melville
Kristiyanismo	Christentum
Padron:Asya	Vorlage:Navigationsleiste Staaten in Asien
1004	1004
Garona	Garonne
Seattle, Washington	Seattle
Pader ng Berlin	Berliner Mauer
Ilog Ganges	Ganges
Palay	Reis
Baltimore, Maryland	Baltimore
Nadym	Nadym
Celine Dion	Céline Dion
Kontinente	Kontinent
Padron:ALA	Vorlage:FI-AL
Adelaide	Adelaide
Ibon	Vögel
Dagestan	Dagestan
Kabisera	Hauptstadt
Monzón	Monzón
Padron:Lang-tr	Vorlage:TrS
Wikang Portuges	Portugiesische Sprache
Buwan (panahon)	Monat
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
Padron:Portada	Vorlage:Portal
1948	1948
Ramesses VI	Ramses VI.
Bilateria	Bilateria
Eumetazoa	Gewebetiere
Kinorhyncha	Hakenrüssler
Priapulida	Priapswürmer
Nematode	Fadenwürmer
Nematomorpha	Saitenwürmer
Chechnya	Tschetschenien
1949	1949
Pebrero 2008	Februar 2008
Onychophora	Stummelfüßer
Tardigrada	Bärtierchen
Grozny	Grosny
Almazán	Almazán
Stavropol	Stawropol
Stavropol Krai	Region Stawropol
