Αφρική	Afrika
Σιέρα Λεόνε	Sierra Leone
Σομαλία	Somalia
Νιόβιο	Niob
Τζαβαχαρλάλ Νεχρού	Jawaharlal Nehru
Ιούλιος Καίσαρ	Gaius Iulius Caesar
Σουδάν	Sudan
Σουαζιλάνδη	Swasiland
Ουράνιο τόξο	Regenbogen
Μολυβδαίνιο	Molybdän
Τεχνήτιο	Technetium
Αμβούργο	Hamburg
Μεταβολισμός	Stoffwechsel
Ναρέντρα Μόντι	Narendra Modi
Ανοσοποιητικό σύστημα	Immunsystem
Τεχνικό Πανεπιστήμιο Αμβούργου - Αρβούργο	Technische Universität Hamburg-Harburg
Γκουτζαράτ	Gujarat
Λίμνη Οντάριο	Ontariosee
Εξέλιξη	Evolution
Αλεσσάντρο Μαντσόνι	Alessandro Manzoni
Οργανισμός Ηνωμένων Εθνών	Vereinte Nationen
Λίμνη Σουπίριορ	Oberer See
Δάντης Αλιγκέρι	Dante Alighieri
Γεωλογία	Geologie
Αχμενταμπάντ	Ahmedabad
Γεωγραφία	Geographie
Καρδιά	Herz
Εγκέφαλος	Gehirn
Δέρμα	Haut
Χρώμα	Farbe
Breaking Bad	Breaking Bad
Σαλέρνο	Salerno
Ουσιαστικό	Substantiv
Πράγα	Prag
Ρουθήνιο	Ruthenium
Ρόδιο	Rhodium
Μπλε	Blau
Παλλάδιο	Palladium
Άργυρος	Silber
Κάδμιο	Cadmium
Σταρ Τρεκ	Star Trek
Λιμβουργία (Ολλανδία)	Provinz Limburg (Niederlande)
Ίνδιο	Indium
Λιμβουργία (Βέλγιο)	Provinz Limburg (Belgien)
Κασσίτερος	Zinn
Ουράνιο	Uran
Αντιμόνιο	Antimon
Τελλούριο	Tellur
Βόρεια Βραβάντη	Provinz Nordbrabant
Πλουτώνιο	Plutonium
Ιώδιο	Iod
Ποσειδώνιο	Neptunium
Ξένο	Xenon
Άνιμε	Anime
Καίσιο	Caesium
Πρωτακτίνιο	Protactinium
Ηλεκτρικό φορτίο	Elektrische Ladung
Βάριο	Barium
Δυτική Φλάνδρα	Provinz Westflandern
Ανατολική Φλάνδρα	Provinz Ostflandern
Θόριο	Thorium
Αμβέρσα (επαρχία)	Provinz Antwerpen
Φλαμανδική Βραβάντη	Provinz Flämisch-Brabant
Άφνιο	Hafnium
Ακτίνιο (στοιχείο)	Actinium
Βαλλωνική Βραβάντη	Provinz Wallonisch-Brabant
Ταντάλιο	Tantal
Μπιλ Κλίντον	Bill Clinton
Ναμύρ (επαρχία)	Provinz Namur
Λουξεμβούργο (Βελγική επαρχία)	Provinz Luxemburg
Λιέγη (επαρχία)	Provinz Lüttich
Ράδιο	Radium
Αινώ	Provinz Hennegau
Ραδόνιο	Radon
Λωρραίνη (περιοχή)	Lothringen
Ουνουνέννιο	Ununennium
Αλσατία	Elsass
Ζαν Φιλίπ Ραμώ	Jean-Philippe Rameau
Ουνμπινίλιο	Unbinilium
Ίντιρα Γκάντι	Indira Gandhi
Εκτόρ Μπερλιόζ	Hector Berlioz
Μουμπάι	Mumbai
Παγκόσμια Ομοσπονδία Κλασικού Αθλητισμού	International Association of Athletics Federations
Άντρα Πραντές	Andhra Pradesh
Λιμβουργία (αποσαφήνιση)	Limburg
Αρουνάτσαλ Πραντές	Arunachal Pradesh
Ασσάμ	Assam
Μπιχάρ	Bihar
Μίσιγκαν	Michigan
Τσατίσγκαρ	Chhattisgarh
Λίμνη Μίσιγκαν	Michigansee
Γκόα	Goa
Βουργουνδία	Burgund
Χαρυάνα	Haryana
Χιμάτσαλ Πραντές	Himachal Pradesh
Μωρίς Ραβέλ	Maurice Ravel
Ακουιτανία	Aquitanien
Γιαμού και Κασμίρ	Jammu und Kashmir
Πουέρτο Ρίκο	Puerto Rico
Τζαρκάντ	Jharkhand
Καρνάτακα	Karnataka
Κεράλα	Kerala
Μάντια Πραντές	Madhya Pradesh
Γιουσέιν Μπολτ	Usain Bolt
Μαχαράστρα	Maharashtra
Ζαν Μπατίστ Λυλί	Jean-Baptiste Lully
Μανιπούρ	Manipur
Σλέσβιχ-Χόλσταϊν	Schleswig-Holstein
Μεγκαλάγια	Meghalaya
Μεκλεμβούργο-Δυτική Πομερανία	Mecklenburg-Vorpommern
Κάτω Σαξωνία	Niedersachsen
Βόρεια Ρηνανία-Βεστφαλία	Nordrhein-Westfalen
Έσση	Hessen
Ρηνανία-Παλατινάτο	Rheinland-Pfalz
Σάαρλαντ	Saarland
Σαξονία	Sachsen
Τζον Λένον	John Lennon
Ιλινόι	Illinois
Θουριγγία	Thüringen
Σαξωνία-Άνχαλτ	Sachsen-Anhalt
Βόρεια Ντακότα	North Dakota
Βραδεμβούργο	Brandenburg
Βρέμη (ομόσπονδο κρατίδιο)	Freie Hansestadt Bremen
Λομβαρδία	Lombardei
Νότια Ντακότα	South Dakota
Μοντάνα	Montana
Ουαϊόμινγκ	Wyoming
Πεδεμόντιο	Piemont
Ιερουσαλήμ	Jerusalem
Τζόρτζιο Ναπολιτάνο	Giorgio Napolitano
Αϊντάχο	Idaho
Κοιλάδα της Αόστα	Aostatal
Ουάσινγκτον (πολιτεία)	Washington (Staat)
Κάρλο Ατσέλιο Τσιάμπι	Carlo Azeglio Ciampi
Μπρους Σπρίνγκστιν	Bruce Springsteen
Ραδερφόρντιο	Rutherfordium
Νεβάδα	Nevada
Ντον	Don (Asowsches Meer)
Φραντσέσκο Κοσίγκα	Francesco Cossiga
Ντούμπνιο	Dubnium
Σιμπόργκιο	Seaborgium
Τζοβάνι Λεόνε	Giovanni Leone
Τρεντίνο-Άλτο Άντιτζε	Trentino-Südtirol
Τζιουζέπε Σάραγκατ	Giuseppe Saragat
Ινδικός Ωκεανός	Indischer Ozean
Βένετο	Venetien
Κόσοβο	Kosovo
Καραϊβική Θάλασσα	Karibisches Meer
Μπόριο	Bohrium
Φρίουλι-Βενέτσια Τζούλια	Friaul-Julisch Venetien
Χάσιο	Hassium
Μπαν Κι-μουν	Ban Ki-moon
Κόφι Ανάν	Kofi Annan
Λιγουρία	Ligurien
Μπούτρος Μπούτρος - Γκάλι	Boutros Boutros-Ghali
Μαϊτνέριο	Meitnerium
Κουρτ Βαλντχάιμ	Kurt Waldheim
Κολοράντο	Colorado
Εμίλια-Ρομάνια	Emilia-Romagna
Ου Θαντ	U Thant
Ποταμός Κολοράντο	Colorado River
Νταρμστάντιο	Darmstadtium
Νταγκ Χάμαρσκελντ	Dag Hammarskjöld
Φρεντερίκ Σοπέν	Frédéric Chopin
Ρεντγκένιο	Roentgenium
Τοσκάνη	Toskana
Λέοναρντ Κόεν	Leonard Cohen
Κοπερνίκιο	Copernicium
Μάρκε	Marken
Ούμπρια	Umbrien
Λάτιο	Latium
Δολομίτες	Dolomiten
Αμπρούτσο	Abruzzen
Απέννινα όρη	Apennin
Άλπεις	Alpen
Γιανσενισμός	Jansenismus
Καρπάθια Όρη	Karpaten
Γκρενόμπλ	Grenoble
Μπλεζ Πασκάλ	Blaise Pascal
Φλαμανδικό Κοινοβούλιο	Flämisches Parlament
Ντάμα (παιχνίδι)	Dame (Spiel)
Ντόρτμουντ	Dortmund
Γάνδη	Gent
Σικάγο	Chicago
The Beatles	The Beatles
Ουνούντριο	Ununtrium
Φλερόβιο	Flerovium
Ουνουνπέντιο	Ununpentium
Λιβερμόριο	Livermorium
Ουνουνσέπτιο	Ununseptium
Ουνουνόκτιο	Ununoctium
Κόμο	Como
Μάαστριχτ	Maastricht
Άρνεμ	Arnhem
Χειμώνας	Winter
Άνοιξη	Frühling
Καλοκαίρι	Sommer
Φθινόπωρο	Herbst
Ισημερία	Äquinoktium
Σαντάμ Χουσεΐν	Saddam Hussein
Οσάμα μπιν Λάντεν	Osama bin Laden
Ισπανική γλώσσα	Spanische Sprache
Φρίντριχ Χάγιεκ	Friedrich August von Hayek
Μοντεβιδέο	Montevideo
Γιόχαν Σεμπάστιαν Μπαχ	Johann Sebastian Bach
Αντόνιο Βιβάλντι	Antonio Vivaldi
Τολιάττι	Toljatti
Πίτσμπεργκ	Pittsburgh
Όπερα	Oper
Φιλαδέλφεια (Πενσυλβάνια)	Philadelphia
Καλκούτα	Kalkutta
Τσεννάι	Chennai
Δελχί	Delhi
Ντάκα	Dhaka
Μπανγκαλόρ	Bangalore
Δυτική Βεγγάλη	Westbengalen
Αράχνη	Webspinnen
Αραχνίδια	Spinnentiere
Αρθρόποδα	Gliederfüßer
Χαϊντεραμπάντ (Ινδία)	Hyderabad (Indien)
Ισλαμαμπάντ	Islamabad
Τρίπουρα	Tripura
Καρπός	Frucht
Χρήμα	Geld
Βιρτζίνια	Virginia
Δυτική Βιρτζίνια	West Virginia
Μάττερχορν	Matterhorn
Λίμνη Χιούρον	Huronsee
Νέα Υόρκη (πολιτεία)	New York (Bundesstaat)
Δημήτριο	Cer
Πρασεοδύμιο	Praseodym
Ρόουντ Άιλαντ	Rhode Island
Νεοδύμιο	Neodym
Έντομα	Insekten
Μέριλαντ	Maryland
Ντέλαγουερ	Delaware
Βλαντιμίρ Λένιν	Wladimir Iljitsch Lenin
Ευρώπιο	Europium
Οχάιο	Ohio
Βιργίλιος	Vergil
Νικολό Μακιαβέλι	Niccolò Machiavelli
Πενσυλβάνια	Pennsylvania
Πετράρχης	Francesco Petrarca
Βοκάκιος	Giovanni Boccaccio
Λουίτζι Πιραντέλλο	Luigi Pirandello
Οκταβιανός Αύγουστος	Augustus
Microsoft Windows	Microsoft Windows
Τιβέριος Καίσαρας Αύγουστος	Tiberius
Νιου Τζέρσεϊ	New Jersey
Γάιος Καλιγούλας	Caligula
Γιβραλτάρ	Gibraltar
Κλαύδιος	Claudius
Φινλανδική γλώσσα	Finnische Sprache
Νέρων	Nero
Γάλβας	Galba
Ιντιάνα	Indiana
Μάρκος Σάλβιος Όθων	Otho
Βιτέλλιος	Vitellius
Nokia	Nokia
Βεσπασιανός	Vespasian
Αυτοκίνητο	Automobil
Τίτος	Titus
Γιουβέντους	Juventus Turin
Δομιτιανός	Domitian
Νέρβας	Nerva
Τραϊανός	Trajan
Ρότζερ Φέντερερ	Roger Federer
Αδριανός	Hadrian (Kaiser)
Τζόρτζια	Georgia
Αντωνίνος Πίος	Antoninus Pius
Μάρκος Αυρήλιος	Mark Aurel
KDE	KDE
Λούκιος Βήρος	Lucius Verus
Κόμμοδος	Commodus
Ζάγκρεμπ	Zagreb
Πέρτιναξ	Pertinax (Römischer Kaiser)
Ρατζαστάν	Rajasthan
Καμπανία (Ιταλία)	Kampanien
Τέξας	Texas
Δίδιος Ιουλιανός	Didius Julianus
Σεπτίμιος Σεβήρος	Septimius Severus
Μολίζε	Molise
Ταμίλ Ναντού	Tamil Nadu
Καρακάλλας	Caracalla
Απουλία	Apulien
Γένοβα	Genua
Πινατούμπο	Pinatubo
Μπαζιλικάτα	Basilikata
Βόρεια Καρολίνα	North Carolina
Χόκεϊ επί χόρτου	Hockey
Νότια Καρολίνα	South Carolina
ΟΚ Σαμπντόρια	Sampdoria Genua
Καλαβρία	Kalabrien
Σικελία	Autonome Region Sizilien
Μανίλα	Manila
Σαρδηνία	Sardinien
Φερδινάντο Μάρκος	Ferdinand Marcos
Μπενίνιο Ακίνο ο Τρίτος	Benigno Aquino III.
Ουνμπιούνιο	Unbiunium
Λίγηρας	Loire
Μαουρίτς Κορνέλις Έσερ	M. C. Escher
Σηκουάνας	Seine
Νόσος του Crohn	Morbus Crohn
Ελκώδης κολίτιδα	Colitis ulcerosa
Μπορντό	Bordeaux
Κορασόν Ακίνο	Corazon Aquino
Μαγιόν	Mayon
Συστηματικός ερυθηματώδης λύκος	Lupus erythematodes
Μπουένος Άιρες	Buenos Aires
Χάκερ	Hacker
Ρομπέρ Μπραζιγιάκ	Robert Brasillach
Πόλη του Μεξικού	Mexiko-Stadt
Τόκιο	Präfektur Tokio
Λα Πας	La Paz
Βαρκελώνη	Barcelona
Μισισίπι	Mississippi (Staat)
Φερδινάνδος Μαγγελάνος	Ferdinand Magellan
Ποταμός Μισσισσιππής	Mississippi River
Ούταρ Πραντές	Uttar Pradesh
Ουταράχαντ	Uttarakhand
Μιζόραμ	Mizoram
Σικκίμ	Sikkim
Παταγονία	Patagonien
Τενεσί	Tennessee
Ρίχαρντ Βάγκνερ	Richard Wagner
Ρόμπερτ Λούις Στίβενσον	Robert Louis Stevenson
Ναγκπούρ	Nagpur
Τζάνις Τζόπλιν	Janis Joplin
Αμπιτζάν	Abidjan
Άμπου Ντάμπι	Abu Dhabi
Αστανά	Astana
Νέο Μεξικό	New Mexico
Ραμσής Β΄	Ramses II.
Αθήνα	Athen
Μινεσότα	Minnesota
Βαγδάτη	Bagdad
Ραμσής Δ΄	Ramses IV.
Καράκας	Caracas
Συγχρονισμένος Παγκόσμιος Χρόνος	Koordinierte Weltzeit
Ουισκόνσιν	Wisconsin
Πούνε	Pune
Μάρκος Τύλλιος Κικέρων	Marcus Tullius Cicero
ΑΚ Μίλαν	AC Mailand
Τόνι Γκαρνιέ	Tony Garnier (Architekt)
Αϊόβα	Iowa
Νεμπράσκα	Nebraska
Πόλη της Γουατεμάλας	Guatemala-Stadt
Συμεών	Simeon
Κάνσας	Kansas
Αβάνα	Havanna
Καπνός (φυτό)	Tabak
Χίντι	Hindi
Μαράτι (γλώσσα)	Marathi
Internet Explorer	Internet Explorer
Τσιγάρο	Zigarette
Γκανέσα	Ganesha
Μιζούρι (πολιτεία)	Missouri
Γκέοργκ Ωμ	Georg Simon Ohm
Λουιζιάνα	Louisiana
Λουίτζι Γκαλβάνι	Luigi Galvani
Ναγκαλάντ	Nagaland
Κεντάκι	Kentucky
Alfa Romeo 159	Alfa Romeo 159
Αρκάνσας	Arkansas
Νηλ Άρμστρονγκ	Neil Armstrong
Ούρντου γλώσσα	Urdu
Τσαρλς Λίντμπεργκ	Charles Lindbergh
Εντίθ Πιάφ	Édith Piaf
Όσιγιεκ	Osijek
Έλβας	Elbe
Ριέκα	Rijeka
Οκλαχόμα	Oklahoma
Γιόχαν Μπλέικ	Yohan Blake
Τζάστιν Γκάτλιν	Justin Gatlin
Δούναβης	Donau
Κιράνι Τζέιμς	Kirani James
Πεένε	Peene
Σπλιτ	Split
Ρουρ	Ruhr
Ζακ Μπρελ	Jacques Brel
Μοζέλλας (ποταμός)	Mosel
Μάιν	Main
Μοχάμεντ Μο Φάρα	Mo Farah
Νέκαρ	Neckar
Άαρ	Aare
Χάβελ	Havel
Σπρέε	Spree
Φέλιξ Σάντσες	Félix Sánchez
Βόρεια Θάλασσα	Nordsee
Περιφέρεια Μόσχας	Oblast Moskau
Κίελο	Kiel
Σβερίν	Schwerin
Πότσδαμ	Potsdam
Αννόβερο	Hannover
Ντίσελντορφ	Düsseldorf
Μάιντς	Mainz
Βίζμπαντεν	Wiesbaden
Ντουμπρόβνικ	Dubrovnik
Σααρμπρύκεν	Saarbrücken
Μόναχο	München
Περιφέρεια Σαμάρα	Oblast Samara
Έρφουρτ	Erfurt
Δρέσδη	Dresden
Μαγδεβούργο	Magdeburg
Πετοσφαίριση	Volleyball
Ίνσμπρουκ	Innsbruck
Μπρέγκεντζ	Bregenz
Μουτάζ Εσά Μπαρσίμ	Mutaz Essa Barshim
Βιέννη	Wien
Ρενό Λαβιλενί	Renaud Lavillenie
Μαντόνα	Madonna (Künstlerin)
Κοπεγχάγη	Kopenhagen
Περιφέρεια Καλίνινγκραντ	Oblast Kaliningrad
Μακρίνος	Macrinus
Στοκχόλμη	Stockholm
Ελσίνκι	Helsinki
Περιφέρεια Μούρμανσκ	Oblast Murmansk
Δουβλίνο	Dublin
Ηλιογάβαλος	Elagabal
Μούρμανσκ	Murmansk
Ρέικιαβικ	Reykjavík
Ρόμπερτ Χάρτινγκ	Robert Harting
Έλλα Φιτζέραλντ	Ella Fitzgerald
Αλέξανδρος Σεβήρος	Severus Alexander
Ταλίν	Tallinn
Ρίγα	Riga
Ζανζιβάρη	Sansibar
Μαξιμίνος Θραξ	Maximinus Thrax
Λούις Άρμστρονγκ	Louis Armstrong
Μπρατισλάβα	Bratislava
Βουδαπέστη	Budapest
Γορδιανός Α΄	Gordian I.
Κόζι Μουροφούσι	Kōji Murofushi
Σαρλ Αζναβούρ	Charles Aznavour
Άστον Ήτον	Ashton Eaton
Γκντανσκ	Danzig
Φραγκφούρτη	Frankfurt am Main
Πουπιένος	Pupienus
Βρότσλαβ	Breslau
Κοτσί	Kochi (Indien)
Λανθάνιο	Lanthan
Γορδιανός Β΄	Gordian II.
Βαλβίνος	Balbinus
Προμήθειο	Promethium
Αστρονομική μονάδα	Astronomische Einheit
Γορδιανός Γ΄	Gordian III.
Σαιν-Τροπέ	Saint-Tropez
Φίλιππος ο Άραβας	Philippus Arabs
Σαμάριο	Samarium
Καλίνινγκραντ	Kaliningrad
Δέκιος	Decius (Kaiser)
Γαδολίνιο	Gadolinium
Death Note	Death Note
Ζινεντίν Ζιντάν	Zinédine Zidane
Τέρβιο	Terbium
Λουξεμβούργο (πόλη)	Luxemburg (Stadt)
Δυσπρόσιο	Dysprosium
Βαντούζ	Vaduz
Αγία Γραφή	Bibel
Όλμιο	Holmium
Άγιος Μαρίνος (πόλη)	Stadt San Marino
Έρβιο	Erbium
Πνομ Πεν	Phnom Penh
Αρχάγγελσκ	Archangelsk
Αστρονομία ακτίνων Χ	Röntgenastronomie
Θούλιο	Thulium
Χο Τσι Μιν (πόλη)	Ho-Chi-Minh-Stadt
Υττέρβιο	Ytterbium
Λουτήτιο	Lutetium
Ανόι	Hanoi
Αληθινή Εκκλησία του Ιησού	Wahre Jesus-Kirche
Αγγλική γλώσσα	Englische Sprache
Μπανγκόκ	Bangkok
Ανδόρρα λα Βέλια	Andorra la Vella
Κουάλα Λουμπούρ	Kuala Lumpur
Ταϊπέι	Taipeh
Αμερίκιο	Americium
Οδησσός	Odessa
Περιφέρεια Αρχάγγελσκ	Oblast Archangelsk
Κιούριο	Curium
Ντονγκ Χόι	Đồng Hới
Κονσεπσιόν	Concepción (Chile)
Μπερκέλιο	Berkelium
Αταλάντα ΜΚ	Atalanta Bergamo
Καλιφόρνιο	Californium
Διπλωματικές σχέσεις	Diplomatie
Μπολόνια	Bologna
Αϊνσταΐνιο	Einsteinium
Μπολόνια ΦΚ 1909	FC Bologna
Πετροζαβόντσκ	Petrosawodsk
Φέρμιο	Fermium
Κάλιαρι	Cagliari
Μεντελέβιο	Mendelevium
Κίεβο	Kiew
Κάλιαρι Κάλτσιο	Cagliari Calcio
Νομπέλιο	Nobelium
Κατάνια	Catania
Οντάριο	Ontario
Λωρένσιο	Lawrencium
Καζέρτα	Caserta
Ουγκό Λορίς	Hugo Lloris
Ματιέ Ντεμπυσί	Mathieu Debuchy
Γιοάν Καμπάιγ	Yohan Cabaye
Ολιβιέ Ζιρού	Olivier Giroud
Καρίμ Μπενζεμά	Karim Benzema
Δημοκρατία της Καρελίας	Republik Karelien
Λοράν Κοσιελνί	Laurent Koscielny
Πατρίς Εβρά	Patrice Evra
Φρανκ Ριμπερί	Franck Ribéry
Ματιέ Βαλμπουενά	Mathieu Valbuena
Σαμίρ Νασρί	Samir Nasri
Ζερεμί Μενέζ	Jérémy Ménez
Στεβ Μανταντά	Steve Mandanda
Χατέμ Μπεν Αρφά	Hatem Ben Arfa
Οττάβα	Ottawa
Σίντνεϊ Γκοβού	Sidney Govou
Ερίκ Αμπιντάλ	Éric Abidal
Τζιμπρίλ Σισέ	Djibril Cissé
Νικολά Ανελκά	Nicolas Anelka
Αντρέ-Πιερ Ζινιάκ	André-Pierre Gignac
Δορυφόροι του Δία	Liste der Jupitermonde
Τζούμπα	Juba (Stadt)
Μανιτόμπα	Manitoba
Αλμπέρτα	Alberta
Νέα Σκωτία	Nova Scotia
Γερεβάν	Jerewan
Κονσκοβόλα	Końskowola
Νταρ ες Σαλάμ	Daressalam
Χαρτούμ	Khartum
Νιου Μπράνσγουικ	New Brunswick
Φόρμουλα 1	Formel 1
Δορυφόροι του Κρόνου	Liste der Saturnmonde
Βρετανική Κολομβία	British Columbia
Νήσος του Πρίγκηπα Εδουάρδου	Prince Edward Island
Σταντ ντε Ζερλάν	Stade Gerland
2000	2000
2003	2003
2002	2002
2001	2001
Σασκάτσουαν	Saskatchewan
2012	2012
Κισιμότο Μασάσι	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Διοξείδιο του άνθρακα	Kohlenstoffdioxid
2013	2013
2014	2014
2015	2015
Νέα Γη και Λαμπραντόρ	Neufundland und Labrador
2008	2008
JavaScript	JavaScript
Βορειοδυτικά Εδάφη	Nordwest-Territorien
Γιούκον	Yukon (Territorium)
2004	2004
Περιφέρεια Βόλογκντα	Oblast Wologda
Κάλτσιο Κατάνια	Catania Calcio
2005	2005
Dragon Ball	Dragon Ball
2006	2006
Τσέζαρε Παβέζε	Cesare Pavese
Νούναβουτ	Nunavut
2007	2007
