Աֆրիկա	Afrika
Երուսաղեմ	Jerusalem
Այդահո	Idaho
Վալլե Դ'Աոստա	Aostatal
Վաշինգտոն (նահանգ)	Washington (Staat)
Բրյուս Սպրինգստին	Bruce Springsteen
Ռեզերֆորդիում	Rutherfordium
Նևադա	Nevada
Դոն (գետ)	Don (Asowsches Meer)
Դուբնիում	Dubnium
Սիբորգիում	Seaborgium
Ջուզեպե Սարագատ	Giuseppe Saragat
Հնդկական օվկիանոս	Indischer Ozean
Կոսովո	Kosovo
Կարիբյան ծով	Karibisches Meer
Բորիում	Bohrium
Հասիում	Hassium
Բան Կի Մուն	Ban Ki-moon
Քոֆի Անան	Kofi Annan
Լիգուրիա	Ligurien
Բուտրոս Բուտրոս-Ղալի	Boutros Boutros-Ghali
Մայտներիում	Meitnerium
Կուրտ Վալդհայմ	Kurt Waldheim
Կոլորադո	Colorado
Կոլորադո (գետ)	Colorado River
Դարմշտադիում	Darmstadtium
Դագ Համարշոլդ	Dag Hammarskjöld
Ֆրեդերիկ Շոպեն	Frédéric Chopin
Ռենտգենիում	Roentgenium
Գեդվին Ջեբ	Gladwyn Jebb, 1. Baron Gladwyn
Լեոնարդ Քոհեն	Leonard Cohen
Կատեգորիա:Հիմնական	Kategorie:!Hauptkategorie
Լացիո	Latium
Աբրուցցո	Abruzzen
Ալպեր	Alpen
Կարպատներ	Karpaten
Գրենոբլ	Grenoble
Բլեզ Պասկալ	Blaise Pascal
Դորտմունդ	Dortmund
Գենտ	Gent
Չիկագո	Chicago
The Beatles	The Beatles
Վախենինգեն (Նիդերլանդներ)	Wageningen
Մաստրիխտ	Maastricht
Արնհեմ	Arnhem
Ձմեռ	Winter
Գարուն	Frühling
Ամառ	Sommer
Աշուն	Herbst
Գիշերահավասար	Äquinoktium
Սադդամ Հուսեյն	Saddam Hussein
Ուսամա բեն Լադեն	Osama bin Laden
Իսպաներեն	Spanische Sprache
Ֆրիդրիխ ֆոն Հայեկ	Friedrich August von Hayek
Մոնտևիդեո	Montevideo
Յոհան Սեբաստիան Բախ	Johann Sebastian Bach
Անտոնիո Վիվալդի	Antonio Vivaldi
Օպերա	Oper
Ֆիլադելֆիա	Philadelphia
Կալկաթա	Kalkutta
Չեննայ	Chennai
Դելի	Delhi
Դաքքա	Dhaka
Սարդեր	Webspinnen
Սարդակերպեր	Spinnentiere
Հոդվածոտանիներ	Gliederfüßer
Իսլամաբադ	Islamabad
Պտուղ	Frucht
Փող	Geld
Վիրջինիա	Virginia
Արևմտյան Վիրջինիա	West Virginia
Հուրոն լիճ	Huronsee
Նյու Յորք (նահանգ)	New York (Bundesstaat)
Ցերիում	Cer
Պրազեդիում	Praseodym
Ռոդ Այլենդ	Rhode Island
Նեոդիմ	Neodym
Միջատներ	Insekten
Մերիլենդ	Maryland
Դելավեր	Delaware
Վլադիմիր Լենին	Wladimir Iljitsch Lenin
Եվրոպիում	Europium
Օհայո	Ohio
Վերգիլիոս	Vergil
Նիկոլո Մաքիավելի	Niccolò Machiavelli
Փենսիլվանիա	Pennsylvania
Ֆրանչեսկո Պետրարկա	Francesco Petrarca
Ջովաննի Բոկաչչո	Giovanni Boccaccio
Ուետերսեն	Uetersen
Օկտավիանոս Օգոստոս	Augustus
Մայքրոսոֆթ Վինդոուզ	Microsoft Windows
Տիբերիոս	Tiberius
Նյու Ջերսի	New Jersey
Կալիգուլա	Caligula
Ջիբրալթար	Gibraltar
Կլավդիոս	Claudius
Ֆիններեն	Finnische Sprache
Ներոն	Nero
Գալբա	Galba
Ինդիանա	Indiana
Օտոն	Otho
Վիտելլիոս	Vitellius
Վեսպասիանոս	Vespasian
Ավտոմեքենա	Automobil
Տիտոս	Titus
Յուվենտուս	Juventus Turin
Դոմիցիանոս	Domitian
Ներվա	Nerva
Տրայանոս	Trajan
Ռոջեր Ֆեդերեր	Roger Federer
Հադրիանոս	Hadrian (Kaiser)
Ջորջիա	Georgia
Անտոնինոս Պիոս	Antoninus Pius
Մարկոս Ավրելիոս	Mark Aurel
Լուցիոս Վերոս	Lucius Verus
Կոմմոդոս	Commodus
Զագրեբ	Zagreb
Պերտինաքս	Pertinax (Römischer Kaiser)
Տեխաս	Texas
Դիդիուս Հուլիանուս	Didius Julianus
Սեպտիմիոս Սևերոս	Septimius Severus
Մոլիզե	Molise
Թամիլ Նադու	Tamil Nadu
Կարակալլա	Caracalla
Ջենովա	Genua
Բրունո Մարս	Bruno Mars
Ալեքսանդրա Ստան	Alexandra Stan
Հյուսիսային Կարոլինա	North Carolina
Մականախաղ	Hockey
Հարավային Կարոլինա	South Carolina
Սամպդորիա (Ֆուտբոլային ակումբ)	Sampdoria Genua
Կալաբրիա	Kalabrien
Լայնականջ ոզնի	Eigentlicher Langohrigel
Սիցիլիա (մարզ)	Autonome Region Sizilien
Մանիլա	Manila
Սարդինիա	Sardinien
Ֆերդինանդ Մարկոս	Ferdinand Marcos
Լուար (գետ)	Loire
Սեն (գետ)	Seine
Բորդո	Bordeaux
Կորասոն Ակինո	Corazon Aquino
Բուենոս Այրես	Buenos Aires
Մեխիկո	Mexiko-Stadt
Տոկիո	Präfektur Tokio
Լա Պաս	La Paz
Բարսելոնա	Barcelona
Միսսիսիպի	Mississippi (Staat)
Ֆերնան Մագելան	Ferdinand Magellan
Միսիսիպի գետ	Mississippi River
Ավազան (ճարտարապետական)	Schwimmbecken
Թենեսի	Tennessee
Ռիխարդ Վագներ	Richard Wagner
Ռոբերտ Լուիս Սթիվենսոն	Robert Louis Stevenson
Ջենիս Ջոպլին	Janis Joplin
Աբիջան	Abidjan
Աբու Դաբի	Abu Dhabi
Աստանա	Astana
Նյու Մեքսիկո	New Mexico
Ռամզես II	Ramses II.
Աթենք	Athen
Մինեսոտա	Minnesota
Բաղդադ	Bagdad
Կարակաս	Caracas
Համաշխարհային կոորդինացված ժամանակ	Koordinierte Weltzeit
Վիսկոնսին	Wisconsin
Կիկերոն	Marcus Tullius Cicero
Միլան (ֆուտբոլային ակումբ)	AC Mailand
Այովա	Iowa
Նեբրասկա	Nebraska
Կանզաս	Kansas
Հավանա	Havanna
Հինդի	Hindi
Ինտերնետ Էքսպլորեր	Internet Explorer
Սիգար	Zigarre
Ծխախոտ	Zigarette
Միսսուրի	Missouri
Գեորգ Օհմ	Georg Simon Ohm
Լուիզիանա	Louisiana
Կենտուկի	Kentucky
Արկանզաս (նահանգ)	Arkansas
Նիլ Արմստրոնգ	Neil Armstrong
Էդիթ Պիաֆ	Édith Piaf
Էլբա	Elbe
Ֆրանսուազ Սագան	Françoise Sagan
Էմս	Ems
Օկլահոմա	Oklahoma
Դանուբ	Donau
Բանաստեղծություն	Vers
Սպլիտ (քաղաք)	Split
Ժակ Բրել	Jacques Brel
Մոզել (գետ)	Mosel
Մայն	Main
Աարե (գետ)	Aare
Ջեյսոն Ռիչարդսոն	Jason Richardson (Basketballspieler)
Հյուսիսային ծով	Nordsee
Սկագերակ	Skagerrak
Մոսկվայի մարզ	Oblast Moskau
Քիլ	Kiel
Շվերին	Schwerin
Պոտսդամ	Potsdam
Հաննովեր	Hannover
Դյուսելդորֆ	Düsseldorf
Մայնց	Mainz
Վիսբադեն	Wiesbaden
Սաարբրյուքեն	Saarbrücken
Մյունխեն	München
Սամարայի մարզ	Oblast Samara
Էրֆուրտ	Erfurt
Դրեզդեն	Dresden
Մագդեբուրգ	Magdeburg
Վոլեյբոլ	Volleyball
Ինսբրուք	Innsbruck
Վիեննա	Wien
Մադոննա	Madonna (Künstlerin)
Կոպենհագեն	Kopenhagen
Կալինինգրադի մարզ	Oblast Kaliningrad
Ստոկհոլմ	Stockholm
Հելսինկի	Helsinki
Մուրմանսկի մարզ	Oblast Murmansk
Դուբլին	Dublin
Մուրմանսկ	Murmansk
Ռեյկյավիկ	Reykjavík
Էլլա Ֆիցջերալդ	Ella Fitzgerald
Ալեքսանդր Սևերոս	Severus Alexander
Տալլին	Tallinn
Տապանագիր	Epitaph
Ռիգա	Riga
Մակսիմինոս Թրակիացի	Maximinus Thrax
Լուի Արմսթրոնգ	Louis Armstrong
Բրատիսլավա	Bratislava
Բուդապեշտ	Budapest
Հորդիանոս I (Աֆրիկացի)	Gordian I.
Շառլ Ազնավուր	Charles Aznavour
Գդանսկ	Danzig
Մայնի Ֆրանկֆուրտ	Frankfurt am Main
Վրոցլավ	Breslau
Լանթան	Lanthan
Պրոմեթիում	Promethium
Աստղագիտական միավոր	Astronomische Einheit
Սամարիում	Samarium
Կալինինգրադ	Kaliningrad
Գադոլինիում	Gadolinium
Մահվան տետրը	Death Note
Զինեդին Զիդան	Zinédine Zidane
Տերբիում	Terbium
Վեյնենդալ	Veenendaal
Կաթոլիկություն	Katholizismus
Լյուքսեմբուրգ (քաղաք)	Luxemburg (Stadt)
Դիսպրոզիում	Dysprosium
Վադուց	Vaduz
Աստվածաշունչ	Bibel
Հոլմիում	Holmium
Սան Մարինո (քաղաք)	Stadt San Marino
Էրբիում	Erbium
Պնոմպեն	Phnom Penh
Արխանգելսկ	Archangelsk
Թուլիում	Thulium
Հոշիմին	Ho-Chi-Minh-Stadt
Իտերբիում	Ytterbium
Լուտեցիում	Lutetium
Հանոյ	Hanoi
Հիսուսի ճշմարիտ եկեղեցի	Wahre Jesus-Kirche
Անգլերեն	Englische Sprache
Բանգկոկ	Bangkok
Անդորրա լա Վելյա	Andorra la Vella
Կուալա Լումպուր	Kuala Lumpur
Թայբեյ	Taipeh
Ամերիցիում	Americium
Օդեսա	Odessa
Արխանգելսկի մարզ	Oblast Archangelsk
Կյուրիում	Curium
Դոնգհոյ	Đồng Hới
Կոնսեպսիոն (քաղաք Չիլիում)	Concepción (Chile)
Բերկլիում	Berkelium
Ատալանտա (ֆուտբոլային ակումբ)	Atalanta Bergamo
Կալիֆոռնիում	Californium
Դիվանագիտություն	Diplomatie
Բոլոնիա	Bologna
Էյնշտեյնիում	Einsteinium
Բոլոնիա (ֆուտբոլային ակումբ)	FC Bologna
Ֆերմիում	Fermium
Կալյարի	Cagliari
Մենդելեևիում	Mendelevium
Կիև	Kiew
Կալյարի ՖԱ	Cagliari Calcio
Նոբելիում	Nobelium
Կատանիա	Catania
Օնտարիո (նահանգ)	Ontario
Լոուրենսիում	Lawrencium
Հուգո Լյորիս	Hugo Lloris
Մաթյո Դեբյուշի	Mathieu Debuchy
Ադիլ Ռամի	Adil Rami
Օլիվիե Ժիրու	Olivier Giroud
Կարիմ Բենզեմա	Karim Benzema
Ֆլորան Մալուդա	Florent Malouda
Կարելիայի Հանրապետություն	Republik Karelien
Պատրիս Էվրա	Patrice Evra
Ֆիլիպ Մեքսես	Philippe Mexès
Ֆրանկ Ռիբերի	Franck Ribéry
Մաթյո Վալբուենա	Mathieu Valbuena
Սամիր Նասրի	Samir Nasri
Բլեյզ Մատուիդի	Blaise Matuidi
Ժերեմի Մենեզ	Jérémy Ménez
Օտտավա	Ottawa
Աբու Դիաբի	Abou Diaby
Յուպիտերի արբանյակներ	Liste der Jupitermonde
Մանիտոբա (նահանգ)	Manitoba
Ալբերտա	Alberta
Նոր Շոտլանդիա	Nova Scotia
Երևան	Jerewan
Վոլոգդա	Wologda
Քոնսքօուօլա	Końskowola
Խարթում	Khartum
Նյու Բրանսուիկ	New Brunswick
Ֆորմուլա 1	Formel 1
Սատուրնի արբանյակներ	Liste der Saturnmonde
Բրիտանական Կոլումբիա	British Columbia
Էդուարդ արքայազնի կղզի	Prince Edward Island
Ստադ դե Ժերլան	Stade Gerland
2000	2000
2003	2003
2002	2002
2001	2001
Սասկաչևան (նահանգ)	Saskatchewan
2012	2012
Մասաշի Քիշիմոտո	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Ածխաթթու գազ	Kohlenstoffdioxid
2013	2013
2014	2014
2015	2015
Նյուֆաունդլենդ և Լաբրադոր	Neufundland und Labrador
2008	2008
ՋավաՍկրիպտ	JavaScript
Հյուսիսարևմտյան տարածքներ	Nordwest-Territorien
Յուկոն (Կանադայի տարածք)	Yukon (Territorium)
2004	2004
Վոլոգդայի մարզ	Oblast Wologda
Վիքիճամփորդություն	Wikitravel
Կատանիա ՖԱ	Catania Calcio
2005	2005
2006	2006
Նունավուտ	Nunavut
2007	2007
Ածխածնի մոնօքսիդ	Kohlenstoffmonoxid
Վերոնա	Verona
1900	1900
1901	1901
Կիևո ՖԱ	AC Chievo Verona
Տիտոս Լիվիոս	Titus Livius
Շառլ դը Գոլ	Charles de Gaulle
1902	1902
Ֆլորենցիա	Florenz
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
Ֆիորենտինա	AC Florenz
Լուցիուս Աննեուս Սենեկա	Seneca
1908	1908
1909	1909
1992	1992
1991	1991
JSON	JavaScript Object Notation
1990	1990
1993	1993
Էսսեն	Essen
1994	1994
1995	1995
1996	1996
Դեյվիդ Լինչ	David Lynch
Կոմի Հանրապետություն	Republik Komi
Ջենոա	CFC Genua
1910	1910
1911	1911
1912	1912
Scalable Vector Graphics	Scalable Vector Graphics
Լայպցիգ (քաղաք)	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Նյուրնբերգ	Nürnberg
1999	1999
1917	1917
1918	1918
Սննդամթերք	Lebensmittel
Էդմոնտոն	Edmonton
Վալերիուս Մարցիալիս	Martial
Դույսբուրգ	Duisburg
Տարրական էլեկտրական լիցք	Elementarladung
Օձեր	Schlangen
Բոխում	Bochum
Ժակ Շիրակ	Jacques Chirac
Վուպերտալ	Wuppertal
Արիկա և Պարինակոտա	Región de Arica y Parinacota
Լույսի արագություն	Lichtgeschwindigkeit
Բիլեֆելդ	Bielefeld
Տարապակա (տարածաշրջան)	Región de Tarapacá
XML	Extensible Markup Language
Անտոֆագաստա (տարածաշրջան)	Región de Antofagasta
Մանհայմ	Mannheim
Ատակամա (տարածաշրջան)	Región de Atacama
Կոկիմբո (տարածաշրջան)	Región de Coquimbo
Նեյտրինո	Neutrino
ԽՍՀՄ Մինիստրների խորհուրդ	Ministerrat der UdSSR
Սանտյագոյի մայրաքաղաքային տարածաշրջան	Región Metropolitana de Santiago
Վիկտորիա (քաղաք, Կանադա)	Victoria (British Columbia)
Օ'Հիգինս (տարածաշրջան)	Región del Libertador General Bernardo O’Higgins
Վիննիպեգ (քաղաք)	Winnipeg
Նեպտունի արբանյակներ	Liste der Neptunmonde
UTC-12	UTC−12
Հունվարի 1	1. Januar
Հունվարի 2	2. Januar
Ուրանի արբանյակներ	Liste der Uranusmonde
UTC-11	UTC−11
1920	1920
Հունվարի 3	3. Januar
1919	1919
Կոռնելիոս Տակիտոս	Tacitus
1921	1921
UTC-10	UTC−10
Նենեցյան ինքնավար օկրուգ	Autonomer Kreis der Nenzen
1922	1922
Մաուլե (տարածաշրջան)	Región del Maule
Հունվարի 4	4. Januar
1923	1923
Բիոբիո (տարածաշրջան)	Región del Bío-Bío
UTC-9:30	UTC−9:30
Լենս Արմսթրոնգ	Lance Armstrong
1924	1924
Նարյան Մար	Narjan-Mar
Արուկանիա (տարածաշրջան)	Región de la Araucanía
Լոս Ռիոս (տարածաշրջան)	Región de Los Ríos
Լոս Լագոս (տարածաշրջան)	Región de los Lagos
Այսեն (տարածաշրջան)	Región de Aysén
Քյուերպեդիա	QRpedia
UTC-9	UTC−9
Ռուսաստանի Խորհրդային Ֆեդերատիվ Սոցիալիստական Հանրապետություն	Russische Sozialistische Föderative Sowjetrepublik
Ժորժ Պոմպիդու	Georges Pompidou
Մագալանես և Չիլիական Անտարկտիկա	Región de Magallanes y de la Antártica Chilena
Լենինգրադի մարզ	Oblast Leningrad
Windows Media Audio	Windows Media Audio
Հռոմուլոս և Հռեմոս	Romulus und Remus
Գաճաճ մոլորակ	Zwergplanet
Հունվարի 5	5. Januar
Արիկա	Arica
UTC-8	UTC−8
Մալմյո	Malmö
UTC-7	UTC−7
Պսկով	Pskow
Աթաբասկա (գետ)	Athabasca River
Պսկովի մարզ	Oblast Pskow
Հունվարի 6	6. Januar
Էլեկտրոն	Elektron
Հունվարի 7	7. Januar
Հունվարի 8	8. Januar
Մեծ Նովգորոդ	Weliki Nowgorod
Հունվարի 9	9. Januar
Նովգորոդի մարզ	Oblast Nowgorod
Հունվարի 10	10. Januar
Նիժնի Նովգորոդի մարզ	Oblast Nischni Nowgorod
Հունվարի 11	11. Januar
Հունվարի 12	12. Januar
Լիարդ	Liard River
Կոլումբիա (գետ)	Columbia River
Հունվարի 13	13. Januar
Բիրմինգհեմ	Birmingham
Հունվարի 14	14. Januar
Հունվարի 15	15. Januar
Հունվարի 16	16. Januar
Թոմ Հենքս	Tom Hanks
Հունվարի 17	17. Januar
Հունվարի 18	18. Januar
Հունվարի 19	19. Januar
Հունվարի 20	20. Januar
Արդյունաբերական հեղափոխություն	Industrielle Revolution
Բենզոլ	Benzol
Հունվարի 21	21. Januar
Հունվարի 22	22. Januar
Հունվարի 23	23. Januar
Հռոմեական կայսրություն	Römische Kaiserzeit
Հունվարի 24	24. Januar
Հունվարի 25	25. Januar
Մինսկ	Minsk
Հունվարի 26	26. Januar
Մայքրոսոֆթ	Microsoft
Հունվարի 27	27. Januar
Հունվարի 28	28. Januar
Հունվարի 29	29. Januar
Հունվարի 30	30. Januar
Տվեր	Twer
Հունվարի 31	31. Januar
Տվերի մարզ	Oblast Twer
Պրոտոն	Proton
Դեկտեմբերի 2	2. Dezember
Դեկտեմբերի 1	1. Dezember
Դեկտեմբերի 3	3. Dezember
Դեկտեմբերի 7	7. Dezember
Դեկտեմբերի 5	5. Dezember
Դեկտեմբերի 8	8. Dezember
Դեկտեմբերի 10	10. Dezember
Դեկտեմբերի 6	6. Dezember
Դեկտեմբերի 9	9. Dezember
Փինք Ֆլոյդ	Pink Floyd
Կոռնելիոս Սկիպիոն Էմիլիանոս Աֆրիկացի կրտսեր	Publius Cornelius Scipio Aemilianus Africanus
Դեկտեմբերի 4	4. Dezember
Փետրվարի 1	1. Februar
Փետրվարի 2	2. Februar
Նատրիումի քլորիդ	Natriumchlorid
Փետրվարի 3	3. Februar
Կուրուվ	Kurów
Փետրվարի 4	4. Februar
Փետրվարի 5	5. Februar
Փետրվարի 6	6. Februar
Փետրվարի 7	7. Februar
Փետրվարի 8	8. Februar
Փետրվարի 9	9. Februar
Փետրվարի 10	10. Februar
Քիմիա	Chemie
Լեդ Զեփելին	Led Zeppelin
Փետրվարի 14	14. Februar
Փետրվարի 13	13. Februar
Փետրվարի 15	15. Februar
Փետրվարի 11	11. Februar
Փետրվարի 12	12. Februar
Սմոլենսկ	Smolensk
Ռոբին վան Պերսի	Robin van Persie
Փետրվարի 19	19. Februar
Փետրվարի 17	17. Februar
Փետրվարի 16	16. Februar
Փետրվարի 18	18. Februar
Փետրվարի 20	20. Februar
12 զայրացած տղամարդ (ֆիլմ, 1957)	Die zwölf Geschworenen
Վերլուծական քիմիա	Analytische Chemie
Սմոլենսկի մարզ	Oblast Smolensk
Նեյտրոն	Neutron
Փետրվարի 21	21. Februar
Փետրվարի 22	22. Februar
Փետրվարի 23	23. Februar
Փետրվարի 24	24. Februar
Փետրվարի 25	25. Februar
Փետրվարի 26	26. Februar
27	27
Փետրվարի 27	27. Februar
Փետրվարի 28	28. Februar
Դեկտեմբերի 11	11. Dezember
Փետրվարի 29	29. Februar
Դեկտեմբերի 12	12. Dezember
Visual Basic	Visual Basic Classic
Դեկտեմբերի 13	13. Dezember
Դեկտեմբերի 14	14. Dezember
Դեկտեմբերի 15	15. Dezember
Մարտի 2	2. März
Մարտի 3	3. März
Մարտի 5	5. März
Մարտի 1	1. März
Մարտի 7	7. März
Մարտի 8	8. März
Մարտի 4	4. März
Մարտի 10	10. März
Մարտի 11	11. März
Մարտի 6	6. März
Մարտի 13	13. März
Մարտի 9	9. März
Մարտի 12	12. März
Մարտի 15	15. März
Մարտի 14	14. März
C++	C++
Աղաթթու	Salzsäure
Դեկտեմբերի 16	16. Dezember
Դեկտեմբերի 17	17. Dezember
Մարտի 16	16. März
Մարտի 17	17. März
Մարտի 18	18. März
Յարոսլավլ	Jaroslawl
