ਅਫ਼ਰੀਕਾ	Afrika
ਚਾਰਲਸ ਡਾਰਵਿਨ	Charles Darwin
ਯੁਗਾਂਡਾ	Uganda
ਰਵਾਂਡਾ	Ruanda
ਜ਼ਰਕੋਨੀਅਮ	Zirconium
ਸਾਓ ਤੋਮੇ ਅਤੇ ਪ੍ਰਿੰਸੀਪੀ	São Tomé und Príncipe
ਸੇਨੇਗਲ	Senegal
ਸੇਸ਼ੈਲ	Seychellen
ਕਾਰਲ ਲੀਨੀਅਸ	Carl von Linné
ਸਿਏਰਾ ਲਿਓਨ	Sierra Leone
ਸੋਮਾਲੀਆ	Somalia
ਨਿਓਬੀਅਮ	Niob
ਜਵਾਹਰ ਲਾਲ ਨਹਿਰੂ	Jawaharlal Nehru
ਜੂਲੀਅਸ ਸੀਜ਼ਰ	Gaius Iulius Caesar
ਸੁਡਾਨ	Sudan
ਸਵਾਜ਼ੀਲੈਂਡ	Swasiland
ਸਤਰੰਗੀ ਪੀਂਘ	Regenbogen
ਮੋਲਿਬਡੇਨਮ	Molybdän
ਟੈਕਨੀਸ਼ੀਅਮ	Technetium
ਹਾਮਬੁਰਕ	Hamburg
ਨਰਿੰਦਰ ਮੋਦੀ	Narendra Modi
ਇਮਿਊਨ ਸਿਸਟਮ	Immunsystem
ਗੁਜਰਾਤ	Gujarat
ਓਂਟਾਰੀਓ ਝੀਲ	Ontariosee
ਵਿਕਾਸਵਾਦ	Evolution
ਸੰਯੁਕਤ ਰਾਸ਼ਟਰ	Vereinte Nationen
ਸੁਪੀਰੀਅਰ ਝੀਲ	Oberer See
ਦਾਂਤੇ ਆਲੀਗੀਏਰੀ	Dante Alighieri
ਭੂਗਰਭ ਵਿਗਿਆਨ	Geologie
ਅਹਿਮਦਾਬਾਦ	Ahmedabad
ਭੂਗੋਲ	Geographie
ਦਿਲ	Herz
ਦਿਮਾਗ਼	Gehirn
ਰੰਗ	Farbe
ਬਰੇਕਿੰਗ ਬੈਡ	Breaking Bad
ਨਾਂਵ	Substantiv
ਪ੍ਰਾਗ	Prag
ਰ੍ਹੋਡੀਅਮ	Rhodium
ਨੀਲਾ	Blau
ਪੈਲੇਡੀਅਮ	Palladium
ਚਾਂਦੀ	Silber
ਕੈਡਮੀਅਮ	Cadmium
ਇੰਡੀਅਮ	Indium
ਟੀਨ	Zinn
ਯੂਰੇਨੀਅਮ	Uran
ਐਂਟੀਮਨੀ	Antimon
ਟੈਲੂਰੀਅਮ	Tellur
ਪਲੂਟੋਨੀਅਮ	Plutonium
ਆਇਓਡੀਨ	Iod
ਜ਼ੀਨਾਨ	Xenon
﻿ਐਨੀਮੇ	Anime
ਸੀਜ਼ੀਅਮ	Caesium
ਬਿਜਲਈ ਚਾਰਜ	Elektrische Ladung
ਬੇਰੀਅਮ	Barium
ਹਾਫ਼ਨੀਅਮ	Hafnium
ਟੈਂਟਲਮ	Tantal
ਰੇਡੀਅਮ	Radium
ਰੇਡਾਨ	Radon
ਲੋਰੈਨ	Lothringen
ਅਲਸਾਸ	Elsass
ਇੰਦਰਾ ਗਾਂਧੀ	Indira Gandhi
ਮਰਕਰੀ	Mercurius
ਓਵੈਰਨੀ	Auvergne
ਮੁੰਬਈ	Mumbai
ਅੰਤਰਰਾਸ਼ਟਰੀ ਅਥਲੈਟਿਕਸ ਸੰਘ ਪ੍ਰੀਸ਼ਦ	International Association of Athletics Federations
ਆਂਧਰਾ ਪ੍ਰਦੇਸ਼	Andhra Pradesh
ਅਰੁਨਾਚਲ ਪ੍ਰਦੇਸ਼	Arunachal Pradesh
ਅਸਾਮ	Assam
ਬਿਹਾਰ	Bihar
ਮਿਸ਼ੀਗਨ	Michigan
ਛੱਤੀਸਗੜ੍ਹ	Chhattisgarh
ਮਿਸ਼ੀਗਨ ਝੀਲ	Michigansee
ਗੋਆ	Goa
ਬਰਗੰਡੀ	Burgund
ਹਰਿਆਣਾ	Haryana
ਹਿਮਾਚਲ ਪ੍ਰਦੇਸ਼	Himachal Pradesh
ਆਕੀਤੈਨ	Aquitanien
ਜੰਮੂ ਅਤੇ ਕਸ਼ਮੀਰ	Jammu und Kashmir
ਪੁਇਰਤੋ ਰੀਕੋ	Puerto Rico
ਝਾਰਖੰਡ	Jharkhand
ਕਰਨਾਟਕ	Karnataka
ਕੇਰਲਾ	Kerala
ਮੱਧ ਪ੍ਰਦੇਸ਼	Madhya Pradesh
ਉਸੈਨ ਬੋਲਟ	Usain Bolt
ਲਿਮੂਜ਼ੈਂ	Limousin
ਮਹਾਂਰਾਸ਼ਟਰ	Maharashtra
ਮਨੀਪੁਰ	Manipur
ਮੇਘਾਲਿਆ	Meghalaya
ਉੱਤਰੀ ਰਾਈਨ-ਪੱਛਮੀ ਫ਼ਾਲਨ	Nordrhein-Westfalen
ਹੈੱਸਨ	Hessen
ਜ਼ਾਰਲਾਂਡ	Saarland
ਜ਼ਾਕਸਨ	Sachsen
ਜਾਨ ਲੈਨਨ	John Lennon
ਇਲੀਨਾਏ	Illinois
ਉੱਤਰੀ ਡਕੋਟਾ	North Dakota
ਬ੍ਰਾਂਡਨਬੁਰਕ	Brandenburg
ਬਰੇਮਨ (ਰਾਜ)	Freie Hansestadt Bremen
ਲੋਂਬਾਰਦੀਆ	Lombardei
ਦੱਖਣੀ ਡਕੋਟਾ	South Dakota
ਮੋਂਟਾਨਾ	Montana
ਵਾਇਓਮਿੰਗ	Wyoming
ਪੀਏਮੋਂਤੇ	Piemont
ਜੇਰੂਸਲਮ	Jerusalem
ਆਇਡਾਹੋ	Idaho
ਆਓਸਤਾ ਘਾਟੀ	Aostatal
ਵਾਸ਼ਿੰਗਟਨ (ਰਾਜ)	Washington (Staat)
ਰੂਥੇਨੀਅਮ	Rutherfordium
ਨਵਾਡਾ	Nevada
ਡਾਨ (ਦਰਿਆ)	Don (Asowsches Meer)
ਹਿੰਦ ਮਹਾਂਸਾਗਰ	Indischer Ozean
ਵੈਨੇਤੋ	Venetien
ਕੋਸੋਵੋ ਗਣਰਾਜ	Kosovo
ਕਰੀਬੀਆਈ ਸਮੁੰਦਰ	Karibisches Meer
ਕੋਫ਼ੀ ਅੰਨਾਨ	Kofi Annan
ਲਿਗੂਰੀਆ	Ligurien
ਕੋਲੋਰਾਡੋ	Colorado
ਏਮੀਲੀਆ-ਰੋਮਾਞਾ	Emilia-Romagna
ਕੋਲੋਰਾਡੋ ਦਰਿਆ	Colorado River
ਫਰਾਦਾਰੀਕ ਸ਼ੋਪੁਹ	Frédéric Chopin
ਤੋਸਕਾਨਾ	Toskana
ਮਾਰਕੇ	Marken
ਅੰਬਰੀਆ	Umbrien
ਲਾਤਸੀਓ	Latium
ਆਬਰੂਤਸੋ	Abruzzen
ਐਪਨਾਈਨ ਪਹਾੜ	Apennin
ਐਲਪ	Alpen
ਕਾਰਪਾਤੀ ਪਹਾੜ	Karpaten
ਬਲੇਸ ਪਾਸਕਾਲ	Blaise Pascal
ਸ਼ਿਕਾਗੋ	Chicago
ਦ ਬੀਟਲਜ਼	The Beatles
ਸਿਆਲ	Winter
ਸਦਾਮ ਹੁਸੈਨ	Saddam Hussein
ਸਪੇਨੀ ਭਾਸ਼ਾ	Spanische Sprache
ਮੋਂਤੇਵੀਦਿਓ	Montevideo
ਯੋਹਾਨ ਸੇਬਾਸਤੀਅਨ ਬਾਖ਼	Johann Sebastian Bach
ਪਿਟਸਬਰਗ	Pittsburgh
ਓਪੇਰਾ	Oper
ਫ਼ਿਲਾਡੈਲਫ਼ੀਆ	Philadelphia
ਕੋਲਕਾਤਾ	Kalkutta
ਚੇਨਈ	Chennai
ਦਿੱਲੀ	Delhi
ਢਾਕਾ	Dhaka
ਬੰਗਲੌਰ	Bangalore
ਪੱਛਮੀ ਬੰਗਾਲ	Westbengalen
ਮੱਕੜੀ	Webspinnen
ਆਰਥਰੋਪੋਡ	Gliederfüßer
ਹੈਦਰਾਬਾਦ, ਭਾਰਤ	Hyderabad (Indien)
ਇਸਲਾਮਾਬਾਦ	Islamabad
ਤ੍ਰਿਪੁਰਾ	Tripura
ਫਲ	Frucht
ਮੁਦਰਾ	Geld
ਵਰਜਿਨੀਆ	Virginia
ਪੱਛਮੀ ਵਰਜਿਨੀਆ	West Virginia
ਹਿਊਰਾਨ ਝੀਲ	Huronsee
ਨਿਊ ਯਾਰਕ	New York (Bundesstaat)
ਰੋਡ ਟਾਪੂ	Rhode Island
ਮੈਰੀਲੈਂਡ	Maryland
ਡੇਲਾਵੇਅਰ	Delaware
ਵਲਾਦੀਮੀਰ ਲੈਨਿਨ	Wladimir Iljitsch Lenin
ਯੂਰਪੀਅਮ	Europium
ਓਹਾਇਓ	Ohio
ਵਰਜਿਲ	Vergil
ਨਿਕੋਲੋ ਮੈਕਿਆਵੇਲੀ	Niccolò Machiavelli
ਪੈੱਨਸਿਲਵੇਨੀਆ	Pennsylvania
ਜਿਓਵਾਨੀ ਬੋਕਾਸੀਓ	Giovanni Boccaccio
ਲੁਈਗੀ ਪਿਰਾਂਦੋਲੋ	Luigi Pirandello
ਆਗਸਟਸ ਕੈਸਰ	Augustus
ਨਿਊ ਜਰਸੀ	New Jersey
ਜਿਬਰਾਲਟਰ	Gibraltar
ਫ਼ਿਨੀ ਭਾਸ਼ਾ	Finnische Sprache
ਇੰਡੀਆਨਾ	Indiana
ਨੋਕੀਆ	Nokia
ਕਾਰ	Automobil
ਜੁਵੇਂਟਸ ਫੁੱਟਬਾਲ ਕਲੱਬ	Juventus Turin
ਤਰਾਜਾਨ	Trajan
ਰਾਜਰ ਫੈਡਰਰ	Roger Federer
ਜਾਰਜੀਆ (ਅਮਰੀਕੀ ਰਾਜ)	Georgia
ਜ਼ਾਗਰਬ	Zagreb
ਰਾਜਸਥਾਨ	Rajasthan
ਕਾਂਪਾਨੀਆ	Kampanien
ਟੈਕਸਸ	Texas
ਤਾਮਿਲ ਨਾਡੂ	Tamil Nadu
ਪੂਲੀਆ	Apulien
ਬਾਜ਼ਿਲੀਕਾਤਾ	Basilikata
ਉੱਤਰੀ ਕੈਰੋਲੀਨਾ	North Carolina
ਦੱਖਣੀ ਕੈਰੋਲੀਨਾ	South Carolina
ਯੂ. ਸੀ. ਸੰਪਦੋਰੀਆ	Sampdoria Genua
ਕਾਲਾਬਰੀਆ	Kalabrien
ਸਿਚੀਲੀਆ	Autonome Region Sizilien
ਮਨੀਲਾ	Manila
ਸਾਰਦੇਞਾ	Sardinien
ਲੁਆਰ ਦਰਿਆ	Loire
ਸੈਨ ਦਰਿਆ	Seine
ਬੋਰਦੋ	Bordeaux
ਬੁਏਨਸ ਆਇਰਸ	Buenos Aires
ਮੈਕਸੀਕੋ ਸ਼ਹਿਰ	Mexiko-Stadt
ਟੋਕੀਓ	Präfektur Tokio
ਲਾ ਪਾਸ	La Paz
ਬਾਰਸੀਲੋਨਾ	Barcelona
ਮਿਸੀਸਿੱਪੀ	Mississippi (Staat)
ਮਿੱਸੀਸਿੱਪੀ ਦਰਿਆ	Mississippi River
ਉੱਤਰ ਪ੍ਰਦੇਸ਼	Uttar Pradesh
ਉੱਤਰਾਖੰਡ	Uttarakhand
ਮਿਜ਼ੋਰਮ	Mizoram
ਸਿੱਕਮ	Sikkim
ਟੈਨੇਸੀ	Tennessee
ਰਾਬਰਟ ਲੂਈ ਸਟੀਵਨਸਨ	Robert Louis Stevenson
ਨਾਗਪੁਰ	Nagpur
ਅਬੀਜਾਨ	Abidjan
ਅਬੂ ਧਾਬੀ	Abu Dhabi
ਅਸਤਾਨਾ	Astana
ਨਿਊ ਮੈਕਸੀਕੋ	New Mexico
ਐਥਨਜ਼	Athen
ਮਿਨੇਸੋਟਾ	Minnesota
ਬਗ਼ਦਾਦ	Bagdad
ਕਾਰਾਕਾਸ	Caracas
ਵਿਸਕਾਂਸਨ	Wisconsin
ਪੁਣੇ	Pune
ਏ.ਸੀ. ਮਿਲਣ	AC Mailand
ਆਇਓਵਾ	Iowa
ਨਬਰਾਸਕਾ	Nebraska
ਗੁਆਤੇਮਾਲਾ ਸ਼ਹਿਰ	Guatemala-Stadt
ਕਾਂਸਸ	Kansas
ਹਵਾਨਾ	Havanna
ਤਮਾਕੂ	Tabak
ਹਿੰਦੀ ਭਾਸ਼ਾ	Hindi
ਮਰਾਠੀ ਭਾਸ਼ਾ	Marathi
ਗਣੇਸ਼	Ganesha
ਮਿਜ਼ੂਰੀ	Missouri
ਲੂਈਜ਼ੀਆਨਾ	Louisiana
ਲੂਗੀ ਗੇਲਵੈਨੀ	Luigi Galvani
ਨਾਗਾਲੈਂਡ	Nagaland
ਕਿੰਟਕੀ	Kentucky
ਆਰਕੰਸਾ	Arkansas
ਨੀਲ ਆਰਮਸਟਰਾਂਗ	Neil Armstrong
ਉਰਦੂ ਭਾਸ਼ਾ	Urdu
ਏਦੀਥ ਪੀਆਫ	Édith Piaf
ਓਕਲਾਹੋਮਾ	Oklahoma
ਦਨੂਬ ਦਰਿਆ	Donau
ਰੂਆ ਦਰਿਆ	Ruhr
ਉੱਤਰੀ ਸਮੁੰਦਰ	Nordsee
ਹੈਨੋਫ਼ਾ	Hannover
ਮਿਊਨਿਖ	München
ਵਾਲੀਬਾਲ	Volleyball
ਵਿਆਨਾ	Wien
ਕੋਪਨਹੈਗਨ	Kopenhagen
ਸਟਾਕਹੋਮ	Stockholm
ਹੈਲਸਿੰਕੀ	Helsinki
ਡਬਲਿਨ	Dublin
ਰੇਕੀਆਵਿਕ	Reykjavík
ਤਾਲਿਨ	Tallinn
ਰੀਗਾ	Riga
ਲੁਈਸ ਆਰਮਸਟਰਾਂਗ	Louis Armstrong
ਬ੍ਰਾਤਿਸਲਾਵਾ	Bratislava
ਬੁਦਾਪੈਸਤ	Budapest
ਫ਼ਰਾਂਕਫ਼ੁਰਟ	Frankfurt am Main
ਲਕਸਮਬਰਗ (ਸ਼ਹਿਰ)	Luxemburg (Stadt)
ਫ਼ਾਦੁਤਸ	Vaduz
ਬਾਈਬਲ	Bibel
ਪਨਾਮ ਪੈਨ	Phnom Penh
ਹੋ ਚੀ ਮਿਨ ਸ਼ਹਿਰ	Ho-Chi-Minh-Stadt
ਇਟਰੀਅਮ	Ytterbium
ਲੁਟੀਸ਼ੀਅਮ	Lutetium
ਹਨੋਈ	Hanoi
ਟਰੂ ਜੀਸਸ ਚਰਚ	Wahre Jesus-Kirche
ਅੰਗਰੇਜ਼ੀ ਭਾਸ਼ਾ	Englische Sprache
ਬੈਂਕਾਕ	Bangkok
ਅੰਡੋਰਾ ਲਾ ਵੇਲਾ	Andorra la Vella
ਕੁਆਲਾ ਲੁੰਪੁਰ	Kuala Lumpur
ਤਾਈਪੇ	Taipeh
ਕਾਂਸੇਪਸਿਉਂ	Concepción (Chile)
ਬਰਕੀਲੀਅਮ	Berkelium
ਕੀਵ	Kiew
ਓਂਟਾਰੀਓ	Ontario
ਓਲਿਵਰ ਗਿਰੌਦ	Olivier Giroud
ਓਟਾਵਾ	Ottawa
ਜੂਬਾ	Juba (Stadt)
ਮਾਨੀਟੋਬਾ	Manitoba
ਐਲਬਰਟਾ	Alberta
ਨੋਵਾ ਸਕੋਸ਼ਾ	Nova Scotia
ਯੇਰਵਾਨ	Jerewan
ਕਞ੍ਸ੍ਕਵਲਾ	Końskowola
ਦਾਰ ਅਸ ਸਲਾਮ	Daressalam
ਖ਼ਰਤੂਮ	Khartum
ਨਿਊ ਬਰੰਸਵਿਕ	New Brunswick
ਫ਼ਾਰਮੂਲਾ ਵਨ	Formel 1
ਬ੍ਰਿਟਿਸ਼ ਕੋਲੰਬੀਆ	British Columbia
ਪ੍ਰਿੰਸ ਐਡਵਰਡ ਟਾਪੂ	Prince Edward Island
ਜੈਰਲੌਂ ਸਟੇਡੀਅਮ	Stade Gerland
2000	2000
2003	2003
੨੦੦੨	2002
2001	2001
ਸਸਕਾਚਵਾਨ	Saskatchewan
੨੦੧੨	2012
੨੦੧੧	2011
੨੦੧੦	2010
੨੦੦੯	2009
ਕਾਰਬਨ ਡਾਈਆਕਸਾਈਡ	Kohlenstoffdioxid
੨੦੧੫	2015
ਨਿਊਫ਼ੰਡਲੈਂਡ ਅਤੇ ਲਾਬਰਾਡੋਰ	Neufundland und Labrador
੨੦੦੮	2008
ਉੱਤਰ-ਪੱਛਮੀ ਰਾਜਖੇਤਰ	Nordwest-Territorien
ਯੂਕੋਨ	Yukon (Territorium)
੨੦੦੪	2004
੨੦੦੫	2005
੨੦੦੬	2006
ਨੂਨਾਵੁਤ	Nunavut
੨੦੦੭	2007
੧੯੦੦	1900
੧੯੦੧	1901
੧੯੦੨	1902
੧੯੦੩	1903
੧੯੦੪	1904
1905	1905
1907	1907
੧੯੦੬	1906
ਏਸੀਐਫ ਫਿਓਰੇਂਟੀਨਾ	AC Florenz
1908	1908
੧੯੦੯	1909
1992	1992
੧੯੯੧	1991
1990	1990
੧੯੯੩	1993
ਐੱਸਨ	Essen
1994	1994
੧੯੯੫	1995
1996	1996
ਜੇਨੋਵਾ ਸੀ. ਐੱਫ਼. ਸੀ.	CFC Genua
1910	1910
1911	1911
1912	1912
ਲਾਈਪਸਿਸ਼	Leipzig
੧੯੧੩	1913
੧੯੧੪	1914
1915	1915
੧੯੧੬	1916
੧੯੯੭	1997
1998	1998
੧੯੯੯	1999
1917	1917
੧੯੧੮	1918
ਭੋਜਨ	Lebensmittel
ਐਡਮੰਟਨ	Edmonton
ਸੱਪ	Schlangen
ਰਿਜਾਇਨਾ	Regina (Saskatchewan)
ਸ਼ਾਰਲਟਟਾਊਨ	Charlottetown
ਵਿਕਟੋਰੀਆ, ਬ੍ਰਿਟਿਸ਼ ਕੋਲੰਬੀਆ	Victoria (British Columbia)
ਵਿਨੀਪੈਗ	Winnipeg
ਹੈਲੀਫ਼ੈਕਸ, ਨੋਵਾ ਸਕੋਸ਼ਾ	Halifax (Nova Scotia)
ਕੇਬੈਕ ਸ਼ਹਿਰ	Québec (Stadt)
੧ ਜਨਵਰੀ	1. Januar
੨ ਜਨਵਰੀ	2. Januar
ਸੁਭਾਸ਼ ਚੰਦਰ ਬੋਸ	Subhash Chandra Bose
੧੯੨੦	1920
3 ਜਨਵਰੀ	3. Januar
1919	1919
੧੯੨੧	1921
1922	1922
੪ ਜਨਵਰੀ	4. Januar
1923	1923
1924	1924
ਲੈਨਿਨਗ੍ਰਾਦ ਓਬਲਾਸਤ	Oblast Leningrad
5 ਜਨਵਰੀ	5. Januar
ਆਰੀਕਾ	Arica
੬ ਜਨਵਰੀ	6. Januar
ਬਿਜਲਾਣੂ	Elektron
7 ਜਨਵਰੀ	7. Januar
੮ ਜਨਵਰੀ	8. Januar
੯ ਜਨਵਰੀ	9. Januar
੧੦ ਜਨਵਰੀ	10. Januar
੧੧ ਜਨਵਰੀ	11. Januar
12 ਜਨਵਰੀ	12. Januar
੧੩ ਜਨਵਰੀ	13. Januar
ਬਰਮਿੰਘਮ	Birmingham
੧੪ ਜਨਵਰੀ	14. Januar
15 ਜਨਵਰੀ	15. Januar
16 ਜਨਵਰੀ	16. Januar
17 ਜਨਵਰੀ	17. Januar
18 ਜਨਵਰੀ	18. Januar
੧੯ ਜਨਵਰੀ	19. Januar
੨੦ ਜਨਵਰੀ	20. Januar
ਸਨਅਤੀ ਇਨਕਲਾਬ	Industrielle Revolution
ਬੈਨਜ਼ੀਨ	Benzol
21 ਜਨਵਰੀ	21. Januar
੨੨ ਜਨਵਰੀ	22. Januar
੨੩ ਜਨਵਰੀ	23. Januar
ਰੋਮਨ ਸਮਰਾਜ	Römische Kaiserzeit
੨੪ ਜਨਵਰੀ	24. Januar
25 ਜਨਵਰੀ	25. Januar
ਮਿੰਸਕ	Minsk
26 ਜਨਵਰੀ	26. Januar
੨੭ ਜਨਵਰੀ	27. Januar
੨੮ ਜਨਵਰੀ	28. Januar
੨੯ ਜਨਵਰੀ	29. Januar
੩੦ ਜਨਵਰੀ	30. Januar
੩੧ ਜਨਵਰੀ	31. Januar
ਪ੍ਰੋਟਾਨ	Proton
2 ਦਸੰਬਰ	2. Dezember
੧ ਦਸੰਬਰ	1. Dezember
੩ ਦਸੰਬਰ	3. Dezember
੭ ਦਸੰਬਰ	7. Dezember
5 ਦਸੰਬਰ	5. Dezember
8 ਦਸੰਬਰ	8. Dezember
੧੦ ਦਸੰਬਰ	10. Dezember
6 ਦਸੰਬਰ	6. Dezember
੯ ਦਸੰਬਰ	9. Dezember
੪ ਦਸੰਬਰ	4. Dezember
੧ ਫ਼ਰਵਰੀ	1. Februar
੨ ਫ਼ਰਵਰੀ	2. Februar
੩ ਫ਼ਰਵਰੀ	3. Februar
ਕੂਰੋਫ	Kurów
੪ ਫ਼ਰਵਰੀ	4. Februar
੫ ਫ਼ਰਵਰੀ	5. Februar
6 ਫ਼ਰਵਰੀ	6. Februar
7 ਫ਼ਰਵਰੀ	7. Februar
8 ਫ਼ਰਵਰੀ	8. Februar
੯ ਫ਼ਰਵਰੀ	9. Februar
੧੦ ਫ਼ਰਵਰੀ	10. Februar
ਰਸਾਇਣ ਵਿਗਿਆਨ	Chemie
14 ਫ਼ਰਵਰੀ	14. Februar
13 ਫ਼ਰਵਰੀ	13. Februar
੧੫ ਫ਼ਰਵਰੀ	15. Februar
11 ਫ਼ਰਵਰੀ	11. Februar
12 ਫ਼ਰਵਰੀ	12. Februar
ਰੋਬਿਨ ਵੈਨ ਪਰਸੀ	Robin van Persie
੧੯ ਫ਼ਰਵਰੀ	19. Februar
੧੭ ਫ਼ਰਵਰੀ	17. Februar
੧੬ ਫ਼ਰਵਰੀ	16. Februar
18 ਫ਼ਰਵਰੀ	18. Februar
੨੦ ਫ਼ਰਵਰੀ	20. Februar
ਅਬਿਜਲਕਣ	Neutron
੨੧ ਫ਼ਰਵਰੀ	21. Februar
੨੨ ਫ਼ਰਵਰੀ	22. Februar
੨੩ ਫ਼ਰਵਰੀ	23. Februar
੨੪ ਫ਼ਰਵਰੀ	24. Februar
25 ਫ਼ਰਵਰੀ	25. Februar
੨੬ ਫ਼ਰਵਰੀ	26. Februar
੨੭ ਫ਼ਰਵਰੀ	27. Februar
੨੮ ਫ਼ਰਵਰੀ	28. Februar
੧੧ ਦਸੰਬਰ	11. Dezember
੨੯ ਫ਼ਰਵਰੀ	29. Februar
੧੨ ਦਸੰਬਰ	12. Dezember
੧੩ ਦਸੰਬਰ	13. Dezember
14 ਦਸੰਬਰ	14. Dezember
੧੫ ਦਸੰਬਰ	15. Dezember
2 ਮਾਰਚ	2. März
3 ਮਾਰਚ	3. März
5 ਮਾਰਚ	5. März
1 ਮਾਰਚ	1. März
7 ਮਾਰਚ	7. März
੮ ਮਾਰਚ	8. März
4 ਮਾਰਚ	4. März
੧੦ ਮਾਰਚ	10. März
੧੧ ਮਾਰਚ	11. März
6 ਮਾਰਚ	6. März
੧੩ ਮਾਰਚ	13. März
9 ਮਾਰਚ	9. März
੧੨ ਮਾਰਚ	12. März
੧੫ ਮਾਰਚ	15. März
੧੪ ਮਾਰਚ	14. März
ਸੀ++	C++
ਲੂਣ ਦਾ ਤਿਜ਼ਾਬ	Salzsäure
੧੬ ਦਸੰਬਰ	16. Dezember
੧੭ ਦਸੰਬਰ	17. Dezember
16 ਮਾਰਚ	16. März
੧੭ ਮਾਰਚ	17. März
੧੮ ਮਾਰਚ	18. März
੧੯ ਮਾਰਚ	19. März
1989	1989
1988	1988
੨੦ ਮਾਰਚ	20. März
੧੯੮੭	1987
੧੯੮੬	1986
੧੯੮੫	1985
1984	1984
੨੧ ਮਾਰਚ	21. März
੧੯੮੩	1983
੨੨ ਮਾਰਚ	22. März
1982	1982
੧੯੮੧	1981
੧੮ ਦਸੰਬਰ	18. Dezember
੧੯੮੦	1980
੨੩ ਮਾਰਚ	23. März
ਮਕਦੀਸ਼ੂ	Mogadischu
19 ਦਸੰਬਰ	19. Dezember
੨੪ ਮਾਰਚ	24. März
੨੫ ਮਾਰਚ	25. März
੨੦ ਦਸੰਬਰ	20. Dezember
੨੬ ਮਾਰਚ	26. März
੨੭ ਮਾਰਚ	27. März
੨੮ ਮਾਰਚ	28. März
੨੯ ਮਾਰਚ	29. März
੩੦ ਮਾਰਚ	30. März
੩੧ ਮਾਰਚ	31. März
ਨਸਾਊ	Nassau (Bahamas)
ਸਨਾ	Sanaa
੧੯੭੦	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
੧੯੭੭	1977
੧੯੭੮	1978
੧੯੭੯	1979
੧੯੬੯	1969
ਤੀਹ-ਸਾਲਾ ਜੰਗ	Dreißigjähriger Krieg
ਸਰਪਿਲ ਆਕਾਸ਼ਗੰਗਾ	Spiralgalaxie
15 ਅਪਰੈਲ	15. April
੧੩ ਅਪ੍ਰੈਲ	13. April
12 ਅਪ੍ਰੈਲ	12. April
14 ਅਪ੍ਰੈਲ	14. April
11 ਅਪ੍ਰੈਲ	11. April
੧੦ ਅਪ੍ਰੈਲ	10. April
੮ ਅਪਰੈਲ	8. April
9 ਅਪ੍ਰੈਲ	9. April
੭ ਅਪ੍ਰੈਲ	7. April
੬ ਅਪ੍ਰੈਲ	6. April
੫ ਅਪ੍ਰੈਲ	5. April
4 ਅਪ੍ਰੈਲ	4. April
੩ ਅਪ੍ਰੈਲ	3. April
1 ਅਪ੍ਰੈਲ	1. April
੨ ਅਪ੍ਰੈਲ	2. April
16 ਅਪ੍ਰੈਲ	16. April
17 ਅਪ੍ਰੈਲ	17. April
18 ਅਪ੍ਰੈਲ	18. April
19 ਅਪ੍ਰੈਲ	19. April
20 ਅਪ੍ਰੈਲ	20. April
੨੧ ਅਪ੍ਰੈਲ	21. April
੨੨ ਅਪ੍ਰੈਲ	22. April
੨੩ ਅਪ੍ਰੈਲ	23. April
੨੪ ਅਪ੍ਰੈਲ	24. April
25 ਅਪ੍ਰੈਲ	25. April
੨੬ ਅਪ੍ਰੈਲ	26. April
੨੭ ਅਪ੍ਰੈਲ	27. April
28 ਅਪ੍ਰੈਲ	28. April
29 ਅਪਰੈਲ	29. April
੩੦ ਅਪ੍ਰੈਲ	30. April
ਕੁਦਰਤੀ ਉਪਗ੍ਰਹਿ	Satellit (Astronomie)
1 ਮਈ	1. Mai
੨ ਮਈ	2. Mai
3 ਮਈ	3. Mai
4 ਮਈ	4. Mai
5 ਮਈ	5. Mai
6 ਮਈ	6. Mai
੭ ਮਈ	7. Mai
੮ ਮਈ	8. Mai
9 ਮਈ	9. Mai
10 ਮਈ	10. Mai
11 ਮਈ	11. Mai
12 ਮਈ	12. Mai
੧੩ ਮਈ	13. Mai
14 ਮਈ	14. Mai
੧੫ ਮਈ	15. Mai
੧੬ ਮਈ	16. Mai
੧੭ ਮਈ	17. Mai
੧੮ ਮਈ	18. Mai
੧੯ ਮਈ	19. Mai
੨੦ ਮਈ	20. Mai
੨੧ ਮਈ	21. Mai
੨੨ ਮਈ	22. Mai
੨੩ ਮਈ	23. Mai
੨੪ ਮਈ	24. Mai
25 ਮਈ	25. Mai
26 ਮਈ	26. Mai
੨੭ ਮਈ	27. Mai
28 ਮਈ	28. Mai
੨੯ ਮਈ	29. Mai
੩੦ ਮਈ	30. Mai
31 ਮਈ	31. Mai
੨੧ ਦਸੰਬਰ	21. Dezember
ਐੱਸ. ਐੱਸ. ਲੇਜ਼ੀਓ	Lazio Rom
੧੪ ਜੂਨ	14. Juni
੧੫ ਜੂਨ	15. Juni
13 ਜੂਨ	13. Juni
੧੦ ਜੂਨ	10. Juni
7 ਜੂਨ	7. Juni
11 ਜੂਨ	11. Juni
9 ਜੂਨ	9. Juni
12 ਜੂਨ	12. Juni
੬ ਜੂਨ	6. Juni
8 ਜੂਨ	8. Juni
੫ ਜੂਨ	5. Juni
੩ ਜੂਨ	3. Juni
2 ਜੂਨ	2. Juni
1 ਜੂਨ	1. Juni
